id	charge	RT	mz	quality	MS_D_POS.mzML	MS_C_POS.mzML	MS_E_POS.mzML	MS_B_POS.mzML	MS_A_POS.mzML	MS_QC_POOL_1_POS.mzML	MS_QC_POOL_4_POS.mzML	MS_QC_POOL_3_POS.mzML	MS_F_POS.mzML	MS_QC_POOL_2_POS.mzML	adduct	feature_ids
5009880893163685891	0	157.2127787487474	196.86498961092127	0.0002675692	13084.69	13589.74	12433.4	12023.29	12986.1	10952.52	11468.14	11710.65	10025.95	11306.92		[417144232567491985, 3238117888619466800, 7117484408775630011, 14387188695496118807, 10058733116932963576, 16141820109993173326, 2774582238190974565, 5491495602239062147, 8965598155376430612, 4898209490081308901]
14568390051812142800	1	164.92494800717182	974.8142165806452	0.001549058	65376.19	71279.24	52452.01	61131.85	65314.8	54107.96	58678.8	56706.77	66881.7	58920.04	[M+H]+	[420828481466052305, 9613701377934569180, 6595769699339553927, 15726082947870236700, 5375945730799189589, 15510873401060270755, 9048643121137235459, 1995811629519701381, 13862886606109879369, 14626053103889670301]
2977035235856391697	0	29.142750066395543	276.2324799893282	9.786901e-05	5252.6826	5360.6255	4707.773	5058.896	6356.3716	2432.92	2887.7117	2703.374	5714.94	2986.6287		[428593895397804380, 7402356071829178299, 12333498452312257669, 849287072326062958, 2942510151709670198, 8585197513219785199, 10173303811947515619, 14030234173128621350, 16840105524446791196, 10080979010376316218]
11438351305539116966	1	34.32056987356956	432.28063576001296	0.0004043699	17020.51	14692.03	16135.6	14946.74	15820.28	13198.25	14754.21	15583.89	15801.51	15207.91	[M+H]+	[461494528437379832, 9759402038671037436, 7246592180751061453, 3098117615333847875, 17836696772770356740, 9957228196847939780, 11768759225626513503, 13334108648031325312, 9445683017327477603, 4528958854177234414]
12138614353091643570	1	72.68811001226422	200.0683122924982	0.0003896935	10451.08	5612.726	22795.31	13226.73	5328.274	22845.32	26521.35	26377.55	7392.556	20635.73	[M+H]+	[477762377902992983, 17557021920397279590, 5001038304867817141, 6164918103267199285, 6861583034354235639, 13127080551389096400, 6224175999650231287, 5386615210510343104, 15611457547797151495, 8325432819420035631]
12965064019618390832	0	28.389802430189043	282.27951462095916	0.0010347	46063.12	18524.64	59626.34	69804.6	53463.48	31009.85	36071.06	32887.3	25845.32	32103.84	[M+H]+	[487147960374605407, 8008375086086655565, 7226599087430668504, 7146373038615416000, 10858456796270829213, 2718463319825285471, 4268651988658409295, 15231052040207298322, 10749760465049153262, 6650458847681321184]
12501212777788733724	0	165.25904394678415	158.96394707443872	0.0003878577	18150.28	18834.7	16680.2	17367.65	19498.82	16411.2	15382.97	17050.92	18411.21	16803.71		[491190988135393641, 3131948073756505571, 503253118311881152, 8590082118439651792, 9346643845855001526, 668723773330469402, 11129003193819324900, 16625214142120443072, 10189834661533700961, 12689540062857058256]
12018024353057911182	0	156.0432621681194	326.80572102226233	0.0001216952	6191.9873	5931.6353	5618.1133	5421.544	5762.2964	5038.122	5318.1597	5395.765	4456.026	5273.9463	[M+H]+	[499888709165080702, 5463190999088445700, 1246421017425681642, 3173240229052471810, 2049946070820210741, 6419623763714446356, 15004494376093987071, 5884194783625917216, 14273376941385004916, 12863763589234372643]
11195799858973028358	0	142.59571795302207	635.3919037510761	0.0002588192	8705.677	7144.37	9106.718	8378.2295	9032.323	11414.91	10882.54	12109.98	8798.947	12097.57	[M+H]+	[506220460984856907, 249998746608874375, 3607708241338580, 11846540469172966205, 811413885424713971, 2789695466173758967, 5741356354401805428, 11803945193277695640, 11272459108027228299, 1487200285715137549]
15661847002959320819	0	33.5131476804595	303.1731790210685	4.021518e-05	1971.6713	1417.0055	1662.2439	1608.3364	1532.2919	1850.0599	2019.0812	1751.5372	2566.452	1972.4023		[524809994349773427, 6309843017638526335, 7447316132102926477, 17987081623999714452, 18067113446183829715, 1438055747572015208, 4016618687034481034, 11836826136396859272, 14112963211648266282, 6052912431679373782]
8979793559621864119	0	155.04087743529652	518.7415588650215	0.0001049304	4540.194	3495.7336	4933.9004	4502.5796	4193.743	5709.6475	5831.5337	5730.6343	2145.8677	5818.95		[530739020985564545, 16340493692346639872, 15670794590305667357, 14424738976405783510, 9468909964831597398, 2101085003342346971, 6384092044008040821, 896593148822961473, 9936273573634118373, 5079441081630786771]
7006929716138885362	1	28.08345860210467	482.40517645167154	0.0002455184	6688.264	34409.88	6831.8486	7049.4946	5847.632	5957.625	7031.7915	7211.4565	6233.723	6511.478	[M+H]+	[559185321509134458, 3620804535110479329, 10020427243372054833, 13277402515605493810, 1130558396898021246, 16076373389716918849, 17937534173044795940, 10669619009640880848, 11901816501474220472, 8609958477101348009]
14487267237826104606	1	27.88844984333532	385.29231311792006	0.0002658857	13239.33	6683.9214	13134.52	12087.57	9755.52	6527.7944	6361.501	5617.483	11145.13	5715.634	[M+H]+	[595357781610073954, 11707561427561737742, 5105754334481315298, 7022697042598238348, 3202113498841185662, 3359518085727162758, 972436353319408354, 1442361544953945449, 12473671041530750224, 12137785368917752571]
5902222887246252890	0	142.90457911940752	124.92246054736061	8.089867e-05	3491.0337	3064.2268	3604.5923	3686.6802	3350.2515	3795.8887	3872.262	4149.7754	3382.099	3976.6707		[653614197548163785, 7044744371574095331, 16329271725942797968, 7427521125411494733, 6737593259690850628, 18226631835427298782, 14994101960333521853, 6789352974869162679, 9587008131316372028, 1349535718283210538]
15052247549988949972	0	27.137600980828825	376.32091551992147	0.0002073914	9965.724	6580.7856	9422.328	11104.92	19467.42	6198.2974	7376.7617	6758.984	7647.587	6820.711	[M+H]+	[655646719228669214, 2438211821887520585, 16240268478324379327, 5454801064791872589, 8689313873271185528, 5593643381334119848, 12362202097068272754, 7269698786476201963, 15296227836945625761, 9932169488137352168]
14467219456887296110	0	212.9517685760611	359.007852721138	0.0001768878	2943.967	2185.317	3334.8523	2433.0605	1966.2004	14307.36	15669.76	14507.15	3757.6484	16629.29	[M+H]+	[670646500612504148, 12976278523877594123, 2524306375907494908, 1536844777187952093, 11732741917407537691, 4867704384605741122, 14268166937046549741, 11741162452577860435, 16105357317620755399, 7004681723981074601]
4698532952140190153	0	63.6337015693612	252.15962642699623	0.0001371431	6732.8516	5438.5317	6099.4424	7112.8257	7539.3066	3945.4011	4252.872	3999.9707	7132.699	3943.4167	[M+H]+	[684519737747830977, 8658126889924960172, 8933785772281088933, 5914263200070779449, 7008206893112634376, 14701093795772842873, 2390224948154253622, 16767460086045430180, 3585388326155980471, 10871691391203813717]
7957975133793648148	0	32.78907537348765	281.18738880368926	8.30248e-05	3993.6462	3846.933	3914.1606	3950.2532	3523.2764	3690.5864	3343.3198	3507.633	3631.0168	3711.9092		[691278819477508963, 12135041565499943576, 10062049326234888790, 17853291949536929897, 4580928793370415565, 5626582756656810848, 16111629832450710717, 1229114206603127502, 1305892936525152247, 5294718146531665300]
3791296835392848861	0	189.8704329080941	184.12555422744998	0.0001197847	6037.4663	6118.4604	5263.893	4665.4404	5673.1177	4722.2227	4793.991	4834.7427	6904.288	5300.4326		[691768606649207659, 17879709140781850628, 17492028123114316318, 2124786859039930403, 2802567507057135770, 3598647304390165832, 1211401326368010869, 622685982442489770, 12533092187687493604, 15458258874761873251]
3641357826265122562	0	164.89703840678234	804.8460738132392	0.0003345945	16224.11	16996.42	12683.16	14297.15	16080.03	14085.4	14175.42	14318.27	15832.84	14314.74	[M+H]+	[695661074005319073, 1962931996189429779, 14006684576120976454, 15532964397835950219, 11552849340886019769, 6714184351779826827, 3202625273403811657, 767977060152741936, 3923681538641346495, 17680297342264411234]
2791561123548661949	0	143.54399668438978	448.7418182651546	9.74427e-05	4325.1807	4194.954	4313.124	4367.759	4093.0718	4797.8916	4454.6562	4424.7085	4458.9556	4448.524		[699007878422901336, 1003070331229332151, 5922911786024026295, 16583046407746297666, 5292800928173850067, 12459691682920043148, 18127397773582141232, 5123856601779168015, 3887882337034039337, 9154143812676263246]
9456169008144989830	0	174.69709554504036	278.1239063169437	7.526497e-05	3410.218	3220.3535	3659.1802	1493.327	3384.0044	3624.6707	4036.4316	3971.8794	3424.67	3883.4312	[M+H]+	[702123059895205899, 8589872495222901596, 15795982920638409618, 80577007009213383, 10819181875125545710, 9448187792545441398, 16703677431716965712, 2939802275891771348, 7315877295768470459, 10022992850424455529]
11499157276506381182	0	182.38164837657496	98.98418955668902	0.000569164	20243.55	24371.6	27137.07	25435.72	23259.74	26204.31	28225.58	28377.21	22545.1	29701.91		[718471876631387832, 8379393216318453172, 2604213965857086929, 7959280578021108074, 3094373769144606655, 9660230148931634190, 1055351523669075280, 10823983366821782717, 6355195074269193600, 4120947430775980836]
17531309734764268797	0	156.37737077787293	674.5566645279266	0.000207235	10932.06	10165.7	9326.124	8682.261	9858.7	8291.35	8825.034	8717.942	9792.6875	8663.175		[719864984622452544, 4116450941157453101, 3216437425547013018, 12732141827632172865, 13564544132845180220, 17583393739915831250, 2445430020782095754, 12038617410093755943, 5018650695789568127, 15751774636003317205]
908230645016247618	0	156.43308693862977	970.3419944374773	6.113433e-05	3156.8918	2889.4458	2796.3716	2761.481	2980.5298	2451.2175	2294.2449	2277.9844	3302.8933	2552.089		[733446746948881041, 958865482670195223, 16009084020373296099, 15067286256186939166, 16351863850562161825, 13775681190840434306, 10189415903766343067, 8255242362550195563, 16875932671704309701, 1028223196376508737]
7595589082216854462	1	173.88976999298336	286.1532800028868	0.0004261247	24002.6	20033.4	21629.05	8434.423	26022.75	16311.49	15266.54	15657.61	22648.91	16117.41	[M+H]+	[745678415783612828, 2150172925186366066, 46507587087120421, 5272353221489660992, 1881150138380845001, 6974169884492212606, 5710707897288747343, 17524382504437699723, 8715310144772152454, 16436530990963960938]
18016251407958576900	0	156.4052856592354	732.5150738794079	0.0001526709	7954.9473	7673.2456	7139.6934	6417.9585	7406.8765	6065.494	6144.094	6003.9785	7288.9727	6475.4443	[M+H]+	[755385254042145767, 7883024544327144205, 16174069586766816707, 12410375131454713500, 8261623802599562134, 17271587581821519373, 10632307593682751092, 17740117736444768976, 4202950831147564170, 14049038979784932764]
6380249013566210779	0	159.18925021157185	80.04988877795549	0.0001505077	7052.758	7004.28	6663.506	8280.916	7634.3203	6206.6724	6710.779	6364.402	4108.57	6560.769		[760472624856049321, 11380471965890695811, 15911930121368541369, 4809830437076636496, 11344866950526688185, 1471754367494464000, 6002974521949040138, 8274424940969214800, 7780323512198928244, 14323234753588707809]
9554443187378441661	0	157.5468667734994	898.3597531353247	0.000101296	5511.2305	4927.1597	4903.4307	4058.526	5014.7344	3562.7231	3824.3337	4354.808	5342.9663	4037.0996		[809387325824137448, 2793676391122534644, 1835069806978133965, 10599117836044908421, 1445762546442272880, 14169355812358533957, 7393077986294137203, 13596045138935727985, 16769349349828676159, 14304172328624194464]
13146520139614759536	0	63.27383759015587	197.12837671113792	6.00655e-05	2732.7175	2877.2507	2553.0815	3426.4788	3139.3184	1922.1068	2293.2769	2362.378	3177.3247	2289.6643		[818021939411803902, 2603653888046933488, 3760808081184015111, 11705875036326404439, 14309300274302594740, 15362498663649540610, 14811755853790364776, 9933647399089837766, 12189289038721386465, 376218433648429378]
1650348217832355086	0	191.73602212241835	165.08806827949252	0.001515147	75837.97	77944.41	71702.15	58441.24	72089.5	58040.45	59979.32	61470.0	86992.38	62153.86		[830711854510341112, 8262637190443683964, 9042892925199783141, 1717076086929205920, 15810519348944441767, 3379920187782717295, 13108590189087109938, 16804878503070033318, 17173500383261478599, 10018950693035699884]
2091194562306545807	0	140.84194663076633	56.01294305814766	2.830573e-05	1188.0941	1155.3917	1340.3949	1003.0502	1011.4306	1737.4076	1518.0874	1209.4033	1315.1207	1365.3645		[843341742335943925, 12296744880407233265, 7352254376861133656, 5904772026178042900, 824980161741381188, 13278454313628242487, 9905569007795154836, 14726900413120105122, 16989681277440566191, 5282531572666496920]
8282268869730900377	0	162.97630673778818	383.1165607549002	0.0002115332	10174.6	10214.38	9104.695	9137.563	9489.43	8487.765	8624.816	8274.641	11563.55	8310.504	[M+H]+	[868976541816835964, 10353567837471800988, 4508992242965031199, 10485785974289717969, 1282479217329895174, 1107888721644945993, 3566786935065334663, 7570532348580495142, 11357964175335424123, 17019466037761255947]
10033237600923831486	0	160.72068035481044	301.14143854881337	3.202025e-05	1402.9176	1338.0244	1478.759	1443.8048	1385.8352	1502.992	1451.6862	1447.6504	1445.682	1485.3484		[881148129783705299, 12582191329821571794, 18206880944420732734, 13779381586431529398, 670804675249506853, 9153367370317364958, 8065910981261878152, 6570002227332541335, 4371041528561988483, 13604864504279240444]
2336885910469637250	0	159.16141953175003	150.1276023721884	2.395741e-05	1061.296	1071.3906	1046.5441	1093.3594	1140.1802	1112.6249	1190.7119	1120.5365	771.2654	1123.8618	[M+H]+	[885593307561618047, 6862086227574926397, 3763856838501272658, 12799890370382570759, 15716502455156468466, 8881201571935027944, 17021713694233087870, 13372937986365620345, 12210926850088476970, 13910903423892436657]
5843062243632355434	0	157.01791098884345	80.94813448559412	0.0004344479	21006.4	22965.54	20500.76	20965.56	21910.08	18304.96	18318.05	18795.33	10341.04	19446.88		[890552106292877249, 6536035476108371271, 9322772971480371099, 10926882699900016786, 7744535603841206771, 2815317924225727092, 12330960816400373512, 2278511290623696099, 5196616638515139739, 13507130435498267601]
3223273287550587872	0	156.15467907402052	382.76712043687456	0.0003169037	16139.34	15274.81	14873.06	14446.6	15216.6	12682.28	13570.04	13632.41	12607.82	13090.09		[919506802761561225, 4618074133309775018, 7295792740526450292, 18107737359136141121, 7275773878673913478, 1483539519089144402, 13086692503763446987, 9761965844803110388, 7801426660033247487, 10874967122945683492]
14405707486244510605	0	173.55578055205183	216.12324586043482	2.740452e-05	1321.4274	1178.4938	1912.6332	752.7015	1677.6527	1013.7336	1003.0321	1031.7721	1187.7485	1064.7723		[919848064374181044, 14010639332955311592, 7112222735241024158, 7125847866893714340, 16041014231677781688, 4999191642659833033, 596089497046842449, 269213913543536872, 8552995114473222882, 13536754318518721288]
2198911316163390951	0	157.74203086901076	846.3914432234249	2.606854e-05	1356.6515	1279.4418	1146.0741	1074.47	1197.9504	999.59406	1203.1346	1092.2402	1345.2836	1076.4027		[944201851626088157, 14065540603483182348, 7815011248820266070, 4992553709002971717, 4903839813482161276, 910229800797236672, 13202793043517577232, 16190443580925567363, 562328089853336354, 5639962854802769567]
6547048502989096646	1	34.40398053802814	305.1574799114529	0.0001768502	7617.3096	5769.721	8439.867	6432.8896	6247.422	7393.5283	7427.2075	6439.5186	6812.5356	5727.9907	[M+H]+	[946937121395070046, 7106756871736803502, 12214129526370204439, 9976874904879120490, 17531665952682990197, 18370450734461907948, 6225801315669192686, 2534838973529396226, 771781681250058637, 10746717620523876680]
12638946641387022201	1	45.45272461461921	167.11781687481567	0.001623073	74276.87	50814.15	72491.19	73870.37	62036.81	75334.84	68714.67	70281.41	57497.29	71163.16	[M+H]+	[966764865178015156, 12530111282243044436, 10760249136390945416, 8084535646798006276, 2734728527486644770, 8297597888945719216, 4265605653952094623, 15546955053643295922, 4893164342687089769, 12713094917505190967]
17143530634336504732	0	28.86319919831148	678.4806272032646	7.057314e-05	3105.8176	2257.7085	3252.5632	3784.779	3753.7273	2782.1272	3465.4763	3426.4014	2277.9539	3169.5361		[977090463667097175, 14635617823144187600, 9619749845856952227, 14808792007583432099, 5933922618767818979, 5841988349737439219, 4102958355269979727, 8428390863108423653, 4055440746313970397, 2230369423447879885]
8325434325410869522	0	43.75800485641522	657.3665863104877	2.702746e-05	1632.5471	944.9851	1382.1381	1065.97	1014.119	1037.8683	1210.9229	1080.5492	1643.0217	1158.1045	[M+H]+	[982404261486232481, 6621059905860008179, 11378133502448310934, 11602939486298189422, 1489138132310136469, 993763668570424704, 2636578219100298647, 7136637524861880495, 16191889165739713967, 10058900716021275623]
7696317912369599909	0	79.62275525370993	240.8662872300731	6.873124e-05	3239.6362	1884.7552	3739.9614	2536.2974	2254.6292	2994.519	4139.4297	4187.9634	1607.6714	4121.302		[999166665220969388, 4527945757346771261, 6907477835022236485, 1491549785463592808, 6135615951533995097, 2964905809947734003, 7029400113504070266, 16283050185656025514, 16863054562465370506, 7307975054935513158]
470779599589370528	0	32.31596586245032	235.18021577943983	0.00107294	4490.8003	4134.413	3932.6382	4980.7847	278649.6	33803.22	33795.07	33500.94	83456.54	33046.4		[1031116949251729077, 2361690409114515760, 3509310764875566362, 6041180081161202515, 18208588840703977852, 10304201963509268782, 14112826251068617819, 12477123707185718571, 3555515375781740571, 12607177147825445870]
17846818431474043595	1	27.30364405669237	413.32337544428293	0.0001369146	7675.7036	3687.0088	6089.108	6817.1035	6743.1934	3143.9482	3482.7544	3623.7578	4776.907	3203.5757	[M+H]+	[1052527021207156962, 17829166463406782667, 15834945952184299338, 13999366873010329537, 3318781522146181349, 13887670308841616485, 17237811616775506828, 12245767317799210697, 16581691807484162633, 1054173405371552312]
10900677249882653254	0	157.32409296312065	722.4869339915415	0.0002520376	12313.41	12337.43	10879.43	11259.2	13321.36	10621.19	10093.18	9570.262	12018.81	10942.96		[1068917106230136276, 6565840167616966281, 7833856224448971606, 979479253320276145, 13279477981479169176, 315711741492482726, 8947280753834911693, 11038236413819723169, 14457241665804420337, 7897569648305022120]
1990694338369773099	0	28.83529919831148	702.5356006767661	6.830531e-05	2071.6895	1383.1476	1837.0731	1709.4323	2153.6545	3642.8499	5321.468	3872.7876	1696.5962	5345.9487	[M+H]+	[1076156637192769127, 12641026057387824626, 16073930680854258261, 7641783736517181388, 2818454321370248810, 9071423220043146175, 14328493436713548299, 17763406551325832789, 7691266418590518703, 7854818033861251672]
12416569039192724411	0	29.39314961000973	265.1917977667463	0.0002870999	15901.77	16455.66	14159.96	12804.95	15484.18	6716.0522	7736.6875	6002.8735	15607.67	6121.331	[M+H]+	[1088460703990950512, 1693213107817082230, 13685821365918536834, 11835283342691012489, 15795939607860993398, 15471370879291920035, 7135791760364099887, 16069764207550452386, 8850929294820788816, 17651151937616801282]
11201733346647887591	0	184.4693482863563	355.1359337339653	2.787047e-05	1679.3016	1952.8745	1234.2202	645.83716	1376.4159	823.40173	869.5859	910.39734	2228.8699	1142.793		[1096302300108615903, 4222804238235762894, 15983064052976696381, 5383496874352228667, 1394463148057943450, 15270437542804340856, 1584891682005485085, 17286903831967869528, 2274022256717704544, 7397463747040768156]
13624780078892789530	0	32.0371044672964	208.16865262229294	0.0001822813	10866.3	8210.242	7149.2144	8665.529	9106.123	6900.545	8141.8906	7853.5034	7417.265	7480.8975		[1114141011435585038, 17124235765366493799, 15725307680065233363, 4880862562465302010, 16527553454393006793, 12121227672348876509, 14943114168048117652, 5422357757988505966, 11005884210708682250, 17968429079218440156]
10313523783758963188	0	28.224495258825648	722.5075210408697	5.361079e-05	2205.383	1393.8965	2623.069	1670.9493	2905.9443	2166.4375	2947.308	2823.1238	1725.3801	2631.383	[M+H]+	[1140634804101821936, 13882410283528299888, 1244798020122962275, 11409453875223760235, 5934189012797841302, 6370419188424794227, 490527519168117691, 16447639587295161291, 18003212286699774545, 9307102663221146627]
10844158459824792786	1	58.06404701916385	257.14975849812726	0.0001942745	5762.31	12656.25	8076.5176	8810.082	11261.08	5014.8613	4602.2793	4766.37	11287.34	5271.413	[M+H]+	[1156463000740443106, 13318693077528305296, 11276340082562645103, 1331548375470721587, 7442493055830053233, 8314076142900218814, 11263083386794141339, 14277579486979713956, 5894579435671018223, 15387776113535053904]
11180364424126750081	0	142.73685140746286	375.93688776845585	0.0001212466	2747.0647	1623.8464	6283.692	4174.928	3078.4194	9007.21	8876.505	9297.109	2506.5654	7181.591	[M+H]+	[1163583357795064835, 9718837099215862621, 6873137529065774566, 5090475452973738505, 14112943438415684141, 7899764841629897069, 5969578465276032056, 2220358160219568694, 2629461357452744205, 7651731863045004412]
1469268210667453006	0	197.109869227393	235.09269705287494	4.621005e-05	4295.405	2217.1982	1810.3954	2000.9165	2951.7952	1129.4563	897.9483	921.3059	3611.4644	1008.32135		[1170345981140333915, 3737733656167336649, 7970088194047563992, 13812992645255203835, 9774771847430829145, 9896413799999041875, 7103103766623407533, 10852124333791361449, 13274897299907322945, 14536175772148576279]
12299262097165092445	0	176.31210966026944	245.07501418303963	0.0009065968	36274.47	47299.68	45056.42	27816.86	34005.89	44089.78	39756.56	42156.5	46174.58	46232.42	[M+H]+	[1190287403396898069, 17712443466413728078, 3655769920822530398, 548400256461012493, 1257530257398485735, 17987331393762995437, 16460770850144542205, 14366341522001424193, 6965492983745600429, 3324604932445912945]
5911343187920011091	0	157.71394766830858	844.3951528434096	5.196259e-05	2609.283	2449.6272	2445.4084	2155.1235	2479.2961	2080.4546	2224.7317	2192.7866	2691.593	2055.654		[1204138857701492335, 10313233877017550561, 8935893082762266526, 11573284754919660405, 6813925745664313104, 9796929407802456843, 10399051106694948664, 7998116937685795466, 999474574492806817, 10930512816627942745]
13931014245310499845	0	179.15199349030658	326.1241148602858	0.0001293399	4627.5176	5915.7544	10803.8	2727.6553	7275.2065	3086.1084	3611.1213	3611.0374	4848.5303	4376.026	[M+H]+	[1220350489254268300, 8407382462663078511, 2825113199864264501, 983340430700438842, 13326669991547532491, 6956514555990049053, 2941042920773745100, 9649886255122546257, 16960195034275247136, 6546999303118872821]
