id	query_spectrum_nr	ms2query_model_prediction	precursor_mz_difference	precursor_mz_query_spectrum	precursor_mz_analog	inchikey	analog_compound_name	smiles	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class_results	npc_superclass_results	npc_pathway_results
713818543224545751	351	0.6323	15.4936	494.2864	509.78	TZPWADOJDBABMF	[Gln1]-moroidin-[QLLVWRAH]	NC(C(NC(C(NC(CC(C)C)C(NC(C(C)C)C(NC(C(NC(C(NC(C)C(NC(CC1=CN2C=N1)C(O)=O)=O)=O)CCCNC(N)=N)=O)CC3=C2NC4=C3C=CC5=C4)=O)=O)=O)C5C(C)C)=O)CCC(N)=O	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Cyclic peptides	Oligopeptides	Amino acids and Peptides
713818543224545751	353	0.5521	3.1064	494.2864	491.18	FNDTZZIWWYSDAH	(Z)-9-(1-isopropyl-1H-pyrazol-5-yl)-2-(3,4,5-trimethoxybenzylidene)-8,9-dihydro-2H-furo[2,3-f]chromene-3,7-dione	O=C1OC2=CC=C3C(=O)C(OC3=C2C(C4=CC=NN4C(C)C)C1)=CC5=CC(OC)=C(OC)C(OC)=C5	Organic compounds	Phenylpropanoids and polyketides	Aurone flavonoids		Aurone flavonoids	Aurones	Flavonoids	Shikimates and Phenylpropanoids
10711607233168750215	354	0.7263	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	355	0.7725	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	356	0.8249	0.0	181.072	181.072	YAPQBXQYLJRXSA	BML01082 Theobromine	CN1C=NC2=C1C(=O)NC(=O)N2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	357	0.7899	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	358	0.7834	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	359	0.7843	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	360	0.8439	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	361	0.8558	0.0	181.072	181.072	YAPQBXQYLJRXSA	Theobromine	CN1C=NC2=C1C(NC(N2C)=O)=O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	362	0.8373	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	363	0.7843	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	364	0.8124	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	365	0.7654	0.0	181.072	181.072	QUNWUDVFRNGTCO	PARAXANTHINE	CN1C=NC2=C1C(=O)N(C)C(=N2)O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	366	0.792	0.001	181.072	181.073	ZFXYFBGIUFBOJW	Aminophylline	[H]C([H])([H])N(C(=O)1)C(=O)c(n([H])2)c(nc([H])2)N(C([H])([H])[H])1	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	367	0.6286	0.0	181.072	181.072	YAPQBXQYLJRXSA	THEOBROMINE	CN1C=NC2=C1C(=NC(=O)N2C)O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	368	0.7852	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	369	0.6253	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	370	0.6286	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	371	0.6233	0.0	181.072	181.072	YAPQBXQYLJRXSA	THEOBROMINE	CN1C=NC2=C1C(=NC(=O)N2C)O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	372	0.7672	0.0	181.072	181.072	ZFXYFBGIUFBOJW	1,3-dimethyl-7H-purine-2,6-dione	CN1C2=C(NC=N2)C(=O)N(C)C1=O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	373	0.8187	0.0	181.072	181.072	YAPQBXQYLJRXSA	Theobromine	CN1C=NC2=C1C(NC(N2C)=O)=O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	374	0.838	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	375	0.8072	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	376	0.8432	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	377	0.7904	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	378	0.851	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	379	0.792	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	380	0.7644	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	381	0.6194	0.0	181.072	181.072	ZFXYFBGIUFBOJW	1,3-dimethyl-7H-purine-2,6-dione	CN1C2=C(C(=O)N(C1=O)C)NC=N2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	390	0.8556	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	391	0.7721	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	392	0.792	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	393	0.8439	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	394	0.8249	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	395	0.8558	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	396	0.8281	0.001	181.072	181.073	ZFXYFBGIUFBOJW	Aminophylline	[H]C([H])([H])N(C(=O)1)C(=O)c(n([H])2)c(nc([H])2)N(C([H])([H])[H])1	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	397	0.7788	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	398	0.8556	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	399	0.8439	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	400	0.7215	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	401	0.6243	0.0	181.072	181.072	ZFXYFBGIUFBOJW	1,3-dimethyl-7H-purine-2,6-dione	CN1C2=C(NC=N2)C(=O)N(C)C1=O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	402	0.719	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	403	0.6253	0.0	181.072	181.072	YAPQBXQYLJRXSA	3,7-dimethylpurine-2,6-dione	CN1C=NC2=C1C(=O)NC(=O)N2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	407	0.6243	0.0	181.072	181.072	YAPQBXQYLJRXSA	THEOBROMINE	CN1C=NC2=C1C(=O)NC(=O)N2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	408	0.792	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	409	0.792	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	410	0.8441	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	411	0.8187	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	412	0.8124	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	413	0.7813	0.0	181.072	181.072	ZFXYFBGIUFBOJW	1,3-dimethyl-7H-purine-2,6-dione	CN1C2=C(NC=N2)C(=O)N(C)C1=O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	414	0.792	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	415	0.792	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	416	0.8528	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	417	0.8376	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	418	0.7904	0.0	181.072	181.072	YAPQBXQYLJRXSA	Theobromine	Cn1cnc2c1c(=O)[nH]c(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	419	0.792	0.0	181.072	181.072	YAPQBXQYLJRXSA	THEOBROMINE	CN1C=NC2=C1C(=NC(=O)N2C)O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	420	0.7721	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	421	0.8461	0.001	181.072	181.073	QUNWUDVFRNGTCO	1,7-dimethyl-3H-purine-2,6-dione	CN1C=NC2=C1C(=O)N(C(=O)N2)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	422	0.8124	0.002	181.072	181.07	YAPQBXQYLJRXSA	Theobromine	O=C1NC(=O)N(C=2N=CN(C12)C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	423	0.792	0.0	181.072	181.072	QUNWUDVFRNGTCO	paraxanthine	Cn1c(O)nc2ncn(C)c2c1=O	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	424	0.8439	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	425	0.8556	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	426	0.82	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	427	0.8187	0.001	181.072	181.073	QUNWUDVFRNGTCO	1,7-Dimethylxanthine	CN1C=NC2=C1C(=O)N(C(=O)N2)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	428	0.85	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	429	0.8558	0.0	181.072	181.072	YAPQBXQYLJRXSA	Theobromine	Cn1cnc2c1c(=O)[nH]c(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	430	0.8302	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	431	0.8441	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	432	0.85	0.0	181.072	181.072	YAPQBXQYLJRXSA	Theobromine	Cn1cnc2c1c(=O)[nH]c(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	433	0.8187	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	434	0.8302	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	435	0.8558	0.001	181.072	181.073	QUNWUDVFRNGTCO	1,7-dimethyl-3H-purine-2,6-dione	CN1C=NC2=C1C(=O)N(C(=O)N2)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	436	0.8558	0.001	181.072	181.073	QUNWUDVFRNGTCO	1,7-Dimethyl-1H-purine-2,6-dione	O=C(N1)N(C)C(=O)c(n(C)2)c(nc2)1	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	437	0.7982	0.0	181.072	181.072	ZFXYFBGIUFBOJW	THEOPHYLLINE	CN1C2=C(C(=O)N(C)C1=O)N=CN2	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	438	0.8556	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	439	0.8494	0.001	181.072	181.073	QUNWUDVFRNGTCO	1,7-Dimethyl-1H-purine-2,6-dione	O=C(N1)N(C)C(=O)c(n(C)2)c(nc2)1	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	440	0.8415	0.001	181.072	181.073	ZFXYFBGIUFBOJW	Aminophylline	[H]C([H])([H])N(C(=O)1)C(=O)c(n([H])2)c(nc([H])2)N(C([H])([H])[H])1	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	442	0.8556	0.002	181.072	181.07	ZFXYFBGIUFBOJW	Theophylline	O=C1C=2NC=NC2N(C(=O)N1C)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	444	0.835	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	445	0.8441	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	446	0.8558	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	447	0.8187	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	448	0.8454	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	449	0.8441	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	450	0.8441	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	451	0.85	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	452	0.7926	0.0	181.072	181.072	YAPQBXQYLJRXSA	theobromine	Cn1cnc2c1c(O)nc(=O)n2C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
10711607233168750215	453	0.8441	0.001	181.072	181.073	QUNWUDVFRNGTCO	1,7-Dimethylxanthine	CN1C=NC2=C1C(=O)N(C(=O)N2)C	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Xanthines	Purine alkaloids	Pseudoalkaloids	Alkaloids
