id	query_spectrum_nr	ms2query_model_prediction	precursor_mz_difference	precursor_mz_query_spectrum	precursor_mz_analog	inchikey	analog_compound_name	smiles	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class_results	npc_superclass_results	npc_pathway_results
4051789042754256385	30	0.554	156.7852	414.3008	571.086	VSWWTKVILIZDGX	5-hydroxy-7-(5-hydroxy-8-methoxy-2-methyl-4,6,9-trioxobenzo[g]chromen-7-yl)-8-methoxy-2-methylbenzo[g]chromene-4,6,9-trione	CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C(=O)C(=C(C3=O)OC)C4=C(C(=O)C5=CC6=C(C(=O)C=C(O6)C)C(=C5C4=O)O)OC	Organic compounds	Organoheterocyclic compounds	Naphthopyrans	Naphthopyranones	Naphthopyranones	Bisnaphthalenes	Naphthalenes	Polyketides
4051789042754256385	31	0.409	336.0492	414.3008	750.35	OJTOQAJKIWTRSX	N-((S)-1,2,3-trimethoxy-10-(((S)-4-methyl-1-oxo-1-(4-(piperidin-1-ylsulfonyl)-1,4-diazepan-1-yl)pentan-2-yl)amino)-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide	O=C1C=C2C(=CC=C1NC(C(=O)N3CCN(CCC3)S(=O)(=O)N4CCCCC4)CC(C)C)C5=C(OC)C(OC)=C(OC)C=C5CCC2NC(=O)C	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Leucine and derivatives			Alkaloids
4051789042754256385	32	0.5521	55.9432	414.3008	470.244	VIFLWMXTJSJZPC	(2Z)-2-{[4-(tert-butyl)phenyl]carbonylamino}-3-(2-furyl)-N-[2-(2-methylindol-3 -yl)ethyl]prop-2-enamide	Cc1[nH]c2ccccc2c1CCN=C(O)C(=Cc1ccco1)NC(=O)c1ccc(C(C)(C)C)cc1	Organic compounds	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hippuric acids and derivatives			Alkaloids
4051789042754256385	33	0.5832	74.1508	414.3008	340.15	VZTUIEROBZXUFA	Tetrahydroberberine	O(C1=CC=C2C(=C1OC)CN3CCC4=CC=5OCOC5C=C4C3C2)C	Organic compounds	Alkaloids and derivatives	Protoberberine alkaloids and derivatives		Protoberberine alkaloids and derivatives	Isoquinoline alkaloids; Protoberberine alkaloids	Tyrosine alkaloids	Alkaloids
4051789042754256385	35	0.409	97.1372	414.3008	511.438	IOYZYMQFUSNATM	Thonizide	CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1	Organic compounds	Benzenoids	Phenol ethers	Anisoles	Anisoles			
4051789042754256385	36	0.409	239.1492	414.3008	653.45	DLSXAPYFZQNLPN	Sporidesmolide_II_28401_dereplictor_pv_2.5459e-19	[H]N1C(=O)C([H])(N([H])C(=O)C([H])(OC(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)C([H])(OC(=O)C1([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides
4051789042754256385	38	0.409	24.0392	414.3008	438.34	XYNPYHXGMWJBLV	tomatidine	OC1CCC2(C)C(CCC3C2CCC4(C)C3CC5OC6(NCC(C)CC6)C(C)C54)C1	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal alkaloids	Spirosolanes and derivatives	Steroidal alkaloids	Pseudoalkaloids	Alkaloids; Terpenoids
4051789042754256385	39	0.5944	0.0002	414.3008	414.301	WVULKSPCQVQLCU	glycodeoxycholic acid	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Glycinated bile acids and derivatives	Cholane steroids	Steroids	Terpenoids
4051789042754256385	40	0.5944	0.0002	414.3008	414.301	WVULKSPCQVQLCU	glycodeoxycholic acid	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Glycinated bile acids and derivatives	Cholane steroids	Steroids	Terpenoids
4051789042754256385	41	0.5855	25.1808	414.3008	389.12	RIGYMJVFEJNCKD	Artemitin	O=C1C(OC)=C(OC=2C=C(OC)C(OC)=C(O)C12)C=3C=CC(OC)=C(OC)C3	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	7-O-methylated flavonoids	Flavonols	Flavonoids	Shikimates and Phenylpropanoids
4051789042754256385	42	0.4887	139.9692	414.3008	554.27	WNGVOVVMNRIJOX	(12bS)-7-(4-ethylphenyl)-12b-methyl-2-(3,4,5-trimethoxybenzyl)-2,3,6,7-tetrahydropyrazino[1',2':1,2]pyrido[3,4-b]indole-1,4(12H,12bH)-dione	O=C1N2CC(C3=CC=C(C=C3)CC)C=4C=5C=CC=CC5NC4C2(C(=O)N(CC6=CC(OC)=C(OC)C(OC)=C6)C1)C	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Pyridoindoles	Beta carbolines			Alkaloids
4051789042754256385	43	0.409	59.0592	414.3008	473.36	PGOYMURMZNDHNS	Hederagenin	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(CO)C5CCC4(C)C3(C)CC1	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Oleanane triterpenoids	Triterpenoids	Terpenoids
4051789042754256385	44	0.5528	108.9692	414.3008	523.27	JSBSVMCRQHPARV	Okaramine K_120152	C=CC(C)(C)C1=C(/C=C2NC([C@@](C[C@@]3(O)[C@]4([H])NC5=C3C=CC=C5CC=C(C)C)([H])N4C\2=O)=O)C6=CC=CC=C6N1	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Pyrroloindoles	Pyrroloindoles	Indole diketopiperazine alkaloids (L-Trp, L-Trp)	Peptide alkaloids	Alkaloids; Amino acids and Peptides
4051789042754256385	45	0.6878	169.1148	414.3008	245.186	JWBXCSQZLLIOCI	Ile-Leu	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Dipeptides	Small peptides	Amino acids and Peptides
4051789042754256385	46	0.4887	136.4992	414.3008	550.8	MNKNQKOOKLVXDB	[Val9]-moroidin-[QLLVWRAH]	CC(C)C1C(C(NC(CC(C)C)C(NC(C(C)C)C(NC(C(NC(C(NC(C)C(NC(CC2=CN3C=N2)C(NC(C(C)C)C(O)=O)=O)=O)=O)CCCNC(N)=N)=O)CC4=C3NC5=C4C=CC1=C5)=O)=O)=O)NC(C6NC(CC6)=O)=O	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Cyclic peptides	Oligopeptides	Amino acids and Peptides
4051789042754256385	47	0.5944	0.0002	414.3008	414.301	WVULKSPCQVQLCU	glycodeoxycholic acid	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Glycinated bile acids and derivatives	Cholane steroids	Steroids	Terpenoids
4051789042754256385	48	0.5764	0.0008	414.3008	414.3	VNDCVHMWISOLKI	Smenospongiarine	[H][C@]12[C@@](CC[C@H](C)[C@@]2(C)CC3=C(O)C(C=C(NCCC(C)C)C3=O)=O)(C)C(CCC1)=C	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids	Prenylquinones	Halimane diterpenoids	Diterpenoids	Terpenoids
356441345885270616	49	0.5575	66.1139	366.1161	432.23	OFQKTZRDRXZBON	Carneamide A	O=C([C@H](CC1=C(C(C)(C)C=C)NC2=C1C=C(C=CC(C)(C)O3)C3=C2)NC4=O)N5C4=CCC5	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	2,2-dimethyl-1-benzopyrans	Indole diketopiperazine alkaloids (L-Trp, L-Pro)	Peptide alkaloids	Alkaloids; Amino acids and Peptides
356441345885270616	50	0.5535	0.0171	366.1161	366.099	CSUYWGYADBZRLF	N-(3-ethylphenyl)-2-(9-methyl-6-oxohydropurin-8-ylthio)acetamide	CCc1cccc(N=C(O)CSc2nc3c(O)ncnc3n2C)c1	Organic compounds	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Hypoxanthines			Alkaloids
356441345885270616	51	0.6016	90.0619	366.1161	456.178	YUKWYFAHLXHGQM	2-methoxyethyl 5-hydroxy-2-methyl-1-[2-(4-methylphenoxy)ethyl]benzo[g]indole-3 -carboxylate	COCCOC(=O)c1c(C)n(CCOc2ccc(C)cc2)c2c1cc(O)c1ccccc12	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indolecarboxylic acids and derivatives	Indolecarboxylic acids and derivatives	Carboline alkaloids	Tryptophan alkaloids	Alkaloids
356441345885270616	52	0.5279	39.9301	366.1161	326.186	WVVSZNPYNCNODU	(6aR,9S)-N-[(2S)-1-hydroxypropan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	C[C@@H](CO)NC(=O)[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C	Organic compounds	Alkaloids and derivatives	Ergoline and derivatives	Lysergic acids and derivatives	Lysergamides	Ergot alkaloids	Tryptophan alkaloids	Alkaloids
356441345885270616	53	0.5573	36.8719	366.1161	402.988	WIWXESWGHSIZFN	"""1,3,6-tri-O-methylarthothelin"""	O=C1C2=C(OC3=C1C(C)=CC(OC)=C3Cl)C(Cl)=C(OC)C(Cl)=C2OC	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Xanthones	Methyl xanthones	Xanthones	Polyketides
356441345885270616	54	0.5564	92.1379	366.1161	458.254	HCEYJYMNIQHPPK	Deacetylgedunin	CC1(C)C(=O)C=C[C@@]2(C)[C@H]1C[C@@H](O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Limonoids	Limonoids	Triterpenoids	Terpenoids
356441345885270616	55	0.409	353.0439	366.1161	719.16	SNKFFCBZYFGCQN	salvianolic acid B	O=C(OC(C(=O)O)CC1=CC=C(O)C(O)=C1)C=CC2=CC=C(O)C=3OC(C4=CC=C(O)C(O)=C4)C(C(=O)OC(C(=O)O)CC5=CC=C(O)C(O)=C5)C23	Organic compounds	Phenylpropanoids and polyketides	2-arylbenzofuran flavonoids		2-arylbenzofuran flavonoids	Neolignans	Lignans	Shikimates and Phenylpropanoids
356441345885270616	56	0.4837	377.0419	366.1161	743.158	BZXULYMZYPRZOG	5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,6-dimethoxy-4H-chromen-4-one	COc(ccc(C(Oc(c(C1=O)c2O)cc(O)c2OC)=C1OC)c1)c1O	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	O-methylated flavonoids	6-O-methylated flavonoids	Flavonols	Flavonoids	Shikimates and Phenylpropanoids
356441345885270616	57	0.409	93.1699	366.1161	459.286	DTPCFIHYWYONMD	Decaethylene glycol	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Ethers	Polyethylene glycols	Monoacylglycerols	Glycerolipids	Fatty acids
356441345885270616	61	0.409	655.0539	366.1161	1021.17	ILCZJAQMVSXUKH	[(2R,3R,4S,5R,6S)-3,4,5-tris(acetyloxy)-6-{[5,8-bis(acetyloxy)-1,4-dioxo-3-{[(2S,3R,4S,5R,6R)-3,4,5-tris(acetyloxy)-6-[(acetyloxy)methyl]oxan-2-yl]sulfanyl}-1,4-dihydronaphthalen-2-yl]sulfanyl}oxan-2-yl]methyl acetate	O=C(OC1=CC=C(OC(=O)C)C=2C(=O)C(SC3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)=C(SC4OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C)C(=O)C12)C	Organic compounds	Benzenoids	Naphthalenes	Naphthoquinones	Naphthoquinones			Polyketides
356441345885270616	62	0.409	269.3119	366.1161	635.428	QSLJIVKCVHQPLV	h_61_17_epioxandrolone	O=C1OC[C@@]2(C)C(CCC3C2CC[C@@]4(C)C3CC[C@@]4(C)O)C1	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid lactones	Steroid lactones	Androstane steroids	Steroids	Terpenoids
356441345885270616	63	0.3459	55.7691	366.1161	310.347	UZFYSJNBWVQZQB	(2R,6R)-2-methyl-6-pentadecylpiperidine	CCCCCCCCCCCCCCC[C@@H]1N[C@@H](C)CCC1	Organic compounds	Alkaloids and derivatives			Alkaloids and derivatives	Piperidine alkaloids	Lysine alkaloids	Alkaloids
356441345885270616	66	0.3459	48.8931	366.1161	317.223	VXCAHHWNQSZQMI	(E)-N-(1-(benzylamino)-1-oxobutan-2-yl)-N-butylbut-2-enamide	C/C=C/C(=O)N(CCCC)C(CC)C(=O)NCc1ccccc1	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids and derivatives			Alkaloids
356441345885270616	67	0.409	339.1979	366.1161	705.314	KJAVJETZYFENNG	(6aS)-1,2,11-trimethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10-ol [IIN-based on: CCMSLIB00000845813]	COC1=C(OC)C2=C3[C@H](CC4=C2C(OC)=C(O)C=C4)N(C)CCC3=C1	Organic compounds	Alkaloids and derivatives	Aporphines		Aporphines	Aporphine alkaloids; Isoquinoline alkaloids	Tyrosine alkaloids	Alkaloids
356441345885270616	69	0.5286	42.1009	366.1161	408.217	XOPVRRBQWLCQBK	2-methoxyethyl 1-(2-cyclohex-1-enylethyl)-5-hydroxy-2-methylbenzo[g]indole-3-c arboxylate	COCCOC(=O)c1c(C)n(CCC2=CCCCC2)c2c1cc(O)c1ccccc12	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indolecarboxylic acids and derivatives	Indolecarboxylic acids and derivatives			
