"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","CTR","CVD","QC","ms_level"
"FT6463",646.685276754213,646.684467149262,646.6862728849,161.235958824877,160.681688856096,161.516258890018,7,3,2,2,1
"FT6464",647.022274556814,647.020897228842,647.023473554109,197.235119553824,196.207075721854,199.668536794224,12,3,3,4,1
"FT6465",647.185597708842,647.184785031497,647.187482040987,191.458475671927,191.429017603328,191.916062161183,6,3,3,0,1
"FT6466",647.236766776115,647.232285929285,647.24218124266,34.1566540551859,33.7941409676677,34.5735403536337,6,3,3,0,1
"FT6467",647.237406854606,647.234871639951,647.242378975863,191.441890648485,190.915999834791,191.781516391151,4,1,3,0,1
"FT6468",647.346210973983,647.339809242504,647.3488395179,34.9028560688216,34.5806152468161,35.3948810361341,4,0,0,4,1
"FT6469",647.390486894778,647.385290170042,647.394410291097,26.2055282595683,25.9139673744941,26.4929199229342,9,3,2,4,1
"FT6470",647.410132749833,647.401675971467,647.411271883527,36.2806561647772,34.7482953647121,36.9249564504008,6,2,3,1,1
"FT6471",647.471314300928,647.469639528493,647.472585477455,28.1556846158206,27.5761387230147,28.1780930366412,8,2,3,3,1
"FT6472",647.91715169567,647.916032485069,647.918458087868,163.864848993016,163.136958988378,164.152201725624,6,2,1,3,1
"FT6473",647.965184746117,647.964339669137,647.966472380422,209.011185844575,208.661222794345,209.275006534675,4,1,3,0,1
"FT6474",648.024907242822,648.02301517258,648.026371078476,197.100978060068,196.191807336208,199.668536794224,12,3,3,4,1
"FT6475",648.186581792395,648.185384306612,648.188186720773,191.44560262677,191.4381786702,191.504946681612,3,0,3,0,1
"FT6476",648.413367449414,648.412530492187,648.415270855142,36.8226540889414,35.540937559428,36.9249564504008,5,2,3,0,1
"FT6477",648.442262922691,648.440971010428,648.443118088458,146.32432494827,145.325768994413,146.593244771978,10,3,3,4,1
"FT6478",648.472473809101,648.467547194855,648.476872199452,28.1517202506432,27.8910763935147,28.4314013618418,6,1,2,3,1
"FT6479",648.533440330011,648.531034819825,648.534055922061,147.279341844637,146.163083113509,147.49115493808,9,3,2,4,1
"FT6480",648.6822953746,648.680863255386,648.682699120691,154.984574866537,154.049963288505,155.348852679262,9,3,2,4,1
"FT6481",648.893876931436,648.890054397584,648.895095336442,167.102744435212,166.822337134668,167.380518875776,7,1,3,3,1
"FT6482",648.941880993779,648.939097825493,648.944737077058,166.877054687065,166.766006404533,167.102744435212,7,2,2,3,1
"FT6483",649.02655221086,649.025359816442,649.027652789342,197.308873008904,196.191807336208,200.352798326333,13,3,3,4,1
"FT6484",649.032304814834,649.031716993212,649.034140998087,160.944252664865,160.513007575667,161.234569712767,5,2,3,0,1
"FT6485",649.252032808938,649.245212264909,649.256578318002,34.2295975502763,34.009325521964,35.0331935195468,6,1,3,2,1
"FT6486",649.370907397167,649.369392649471,649.371267420891,140.301361881338,140.289678945865,140.502993709654,3,0,0,3,1
"FT6487",649.435684633388,649.430989730612,649.436562513578,71.5094200269627,70.8040432304201,71.9182547382643,4,1,0,3,1
"FT6488",649.449168907472,649.446386951698,649.451194221737,28.5981887427431,28.4072794781574,28.7521712319942,10,3,3,4,1
"FT6489",649.865505987695,649.862426977729,649.86945594063,161.427529620541,161.236019830433,161.651307361317,4,1,3,0,1
"FT6490",649.883812819353,649.878009934137,649.885998942857,166.212600629993,165.984295129484,166.542521214665,7,3,1,3,1
"FT6491",649.987644751483,649.983808843234,649.99381496337,167.896938960906,167.596295924837,168.045583856919,6,1,2,3,1
"FT6492",650.148718657382,650.146742342381,650.148932694653,163.610015480435,158.849872827566,164.152201725624,8,2,2,3,1
"FT6493",650.441077138402,650.440329461473,650.44236217852,146.26763694046,145.260974331225,146.442544768188,7,2,1,4,1
"FT6494",650.450971156118,650.448312341721,650.45483487039,28.5981887427431,28.4072794781574,28.7521712319942,10,3,3,4,1
"FT6495",650.479762958805,650.478438843651,650.480628811832,146.102589020604,144.114892054676,146.426672833248,8,3,2,3,1
"FT6496",650.529704115395,650.529000241126,650.532809451492,147.279760443724,146.370392021032,147.49115493808,7,2,2,3,1
"FT6497",650.936730717197,650.934527491766,650.939164102888,167.102219332499,166.327453976268,167.380518875776,7,3,1,3,1
"FT6498",651.335700261367,651.334453988623,651.339936865136,27.0454728440879,26.7761636916975,27.054536933852,7,3,3,1,1
"FT6499",651.366835367599,651.363376507218,651.369764987854,35.6733702497074,33.458942160495,35.8878818597698,5,1,0,4,1
"FT6500",651.415267419526,651.410578729495,651.423125905008,28.9899185711696,28.6843089068121,29.3179426064819,7,1,2,4,1
"FT6501",651.456102313355,651.454631846813,651.459921696446,28.4407766761744,28.1946688677283,28.7219970382702,4,1,0,3,1
"FT6502",651.952403299488,651.944772511456,651.956369713835,166.823325358785,166.74506598836,167.292714231573,7,3,0,4,1
"FT6503",652.339562126529,652.338408980565,652.343863442722,27.0454728440879,26.7623227753889,27.054536933852,7,3,3,1,1
"FT6504",652.371330299361,652.369943916299,652.373410697186,35.6844600653602,35.6116869004908,35.8878818597698,4,0,0,4,1
"FT6505",652.411314206655,652.409761925231,652.413353442734,33.9179419657449,33.5610064856041,34.5593905672688,10,3,3,4,1
"FT6506",652.412129777844,652.409838685606,652.41262031548,43.2218378712797,42.9247344690079,43.4913356250548,7,1,2,4,1
"FT6507",652.415786971426,652.41473627416,652.421115236735,28.8629862343635,28.7114676742806,28.9907641980757,4,0,1,3,1
"FT6508",652.43521915248,652.434363903673,652.436931774267,146.103545431451,145.765883529183,146.442001161636,7,3,1,3,1
"FT6509",652.47885451199,652.478699407,652.480209119307,145.685485106583,144.488413905936,146.26763694046,10,3,3,4,1
"FT6510",652.669445679555,652.669147917024,652.670345546685,146.517804168991,146.322704812169,146.936034505178,4,3,1,0,1
"FT6511",652.7194908428,652.71826721359,652.720537667728,161.505722124138,160.958125095185,161.795440988725,10,3,3,4,1
"FT6512",652.719137166998,652.71823899071,652.721750090047,154.595063141859,153.7738726975,154.815602460917,9,3,2,4,1
"FT6513",652.972833950654,652.971622317185,652.974390975163,167.102744435212,166.766006404533,167.299853427735,9,3,2,4,1
"FT6514",653.343058222567,653.340929464588,653.346184526793,27.0500048889699,27.0432363347672,27.312322295377,4,1,3,0,1
"FT6515",653.365451570206,653.358936360009,653.368140994714,35.6029975248017,33.7375902536841,35.695549881013,5,1,0,4,1
"FT6516",653.414762864943,653.412991629825,653.416912225556,34.0208266245644,28.7114676742806,34.5806152468161,12,3,3,4,1
"FT6517",654.133615185574,654.132244318415,654.133850968155,195.635159843191,195.377206645878,195.903111706448,4,1,3,0,1
"FT6518",654.16824211841,654.166757742075,654.168977227647,199.817838375095,198.72248340002,200.360538604905,9,2,3,4,1
"FT6519",654.249145382858,654.24885092205,654.251123854811,191.458475671927,191.158467223167,191.504946681612,4,1,3,0,1
"FT6520",654.416561329986,654.415045923881,654.420156878821,34.0636857331896,33.5610064856041,34.5593905672688,10,3,3,4,1
"FT6521",654.451373681577,654.450283789241,654.455577915312,30.948126185687,30.9007871073096,31.0442716433281,4,0,0,4,1
"FT6522",654.47619521012,654.475811815559,654.477463519057,145.825034091861,144.390886468813,146.26763694046,10,3,3,4,1
"FT6523",654.64363826699,654.641685727506,654.644371013185,155.093658704391,155.070415318892,155.094729490305,3,0,0,3,1
"FT6524",654.716870566358,654.715801086953,654.718096909732,161.50590967418,160.958125095185,161.795440988725,10,3,3,4,1
"FT6525",654.716191238404,654.715481669252,654.717601868229,154.595063141859,153.7738726975,155.070415318892,9,3,2,4,1
"FT6526",655.199586749304,655.197830952107,655.201230263051,191.488147699348,191.4381786702,191.724196411461,4,1,3,0,1
"FT6527",655.383436981809,655.380605572815,655.384098733111,28.7193646972728,28.4589040140522,29.0201819152832,6,3,3,0,1
"FT6528",655.60510802914,655.604234034325,655.607103930947,144.459292360301,143.930170951304,144.993474442202,6,3,3,0,1
"FT6529",655.890670301633,655.888660204465,655.891233318839,161.51345288057,161.344037269875,161.651307361317,4,1,3,0,1
"FT6530",655.951389568461,655.950722980914,655.952876737375,165.704777757897,165.49736821283,165.820806398902,8,1,3,4,1
"FT6531",656.196473881167,656.195510520203,656.197137160103,191.458475671927,191.429017603328,191.916062161183,6,3,3,0,1
"FT6532",656.398779906131,656.388110132381,656.40161091794,29.5727915379005,28.4314013618418,29.7925302868015,8,3,3,2,1
"FT6533",656.400477639424,656.398390247838,656.401685896785,166.656311898112,166.327453976268,167.016635749134,6,2,1,3,1
"FT6534",656.474001793208,656.47340377656,656.475112609443,145.685485106583,144.114892054676,146.26763694046,10,3,3,4,1
"FT6535",656.494414450706,656.49317197677,656.497623934408,26.7529712807816,26.4838867065174,26.7737318199786,9,2,3,4,1
"FT6536",656.713477694678,656.712164394883,656.714533998411,161.505722124138,160.958125095185,161.795440988725,10,3,3,4,1
"FT6537",656.713177587733,656.712675251879,656.714107953304,154.595063141859,153.7738726975,155.070415318892,9,3,2,4,1
"FT6538",656.76854701818,656.766366533496,656.769616012575,153.222902327305,152.562381985218,153.7738726975,8,3,2,3,1
"FT6539",656.824417463828,656.821219893544,656.825459069653,25.3546742637038,25.0590386534865,25.3825315598318,5,0,1,4,1
"FT6540",656.97827714629,656.975650485719,656.981749337531,167.292714231573,166.766006404533,167.489232064892,9,2,3,4,1
"FT6541",657.159266850867,657.157615057822,657.160825852776,25.1038061699498,25.0590386534865,25.3600024705611,5,0,1,4,1
"FT6542",657.305432226439,657.303572409134,657.312495908726,32.563349422065,32.0656998108638,32.753884949982,5,2,0,3,1
"FT6543",657.366466303785,657.365308988989,657.368577772194,33.9179419657449,33.5610064856041,34.4633979139619,10,3,3,4,1
"FT6544",657.478774701719,657.478538612112,657.481735705577,25.6369904106906,25.0917736216837,29.2847193155961,5,0,0,4,1
"FT6545",657.496021178285,657.490795376391,657.498918718865,26.4929228795359,25.3546742637038,26.7712999482596,6,3,3,0,1
"FT6546",657.889115632893,657.888618787545,657.890718106791,161.511021971206,161.067042480758,161.92915944867,5,2,3,0,1
"FT6547",658.007378918244,658.0060871323,658.008772307284,168.498332131135,168.219372347981,168.673931175372,7,2,3,2,1
"FT6548",658.244635641823,658.24043461544,658.249206760745,34.8521955867536,33.7457069323005,37.0272588118601,7,2,2,3,1
"FT6549",658.370667235872,658.369479813775,658.372100900904,33.9179419657449,33.5610064856041,34.4633979139619,10,3,3,4,1
"FT6550",658.471767226095,658.470291061352,658.472749102544,145.795979277278,144.114892054676,146.26763694046,10,3,3,4,1
"FT6551",658.473069716987,658.467607310049,658.476259676063,26.9097000132324,26.4838867065174,31.1778734457943,6,1,2,3,1
"FT6552",658.510446935508,658.508903740362,658.511119947838,28.4675841873685,28.4330198958758,33.1175555891562,6,2,0,3,1
"FT6553",658.562416140866,658.561414784275,658.563924338646,147.27955114418,146.163083113509,147.364875531422,4,0,1,3,1
"FT6554",658.711345453711,658.709621742281,658.712640307799,154.685133749726,153.860271890251,154.815602460917,8,2,2,4,1
"FT6555",658.712449761167,658.710690150203,658.714250150871,161.515133589764,160.958125095185,161.651307361317,9,3,3,3,1
"FT6556",658.766696924208,658.765631270087,658.768143399976,153.419326778068,152.562381985218,153.87402682897,7,3,2,2,1
"FT6557",659.374497680602,659.370678771954,659.377214520921,34.0590968038867,33.5610064856041,34.5593905672688,10,3,3,4,1
"FT6558",659.421416983327,659.417972580786,659.426653458728,30.945135174084,30.3466448138971,31.0442716433281,6,2,0,4,1
"FT6559",659.475355979251,659.471049067831,659.478824267746,26.4838867065174,25.6289941217353,27.0432363347672,5,1,1,3,1
"FT6560",659.512642976021,659.511069418078,659.51414882117,28.448533456473,28.4072794781574,28.73785362751,7,2,2,3,1
"FT6561",660.062144392407,660.060763702201,660.062798861457,169.05838313244,168.778381613159,169.226741120776,9,3,3,3,1
"FT6562",660.082211216597,660.080970935367,660.083455170884,180.30698057252,179.889090913871,183.088092639644,4,1,3,0,1
"FT6563",660.435075891667,660.432016756791,660.440694484115,29.3014655817374,29.2384044531283,29.563448945205,4,0,0,4,1
"FT6564",660.467963597115,660.467087003918,660.470585328325,145.74453796499,143.371935999677,146.147539270085,8,1,3,4,1
"FT6565",660.490338600321,660.488479536077,660.491256516764,29.3025043189926,28.9907641980757,33.4454526358163,11,3,3,4,1
"FT6566",660.510238907275,660.508625270442,660.511116358601,145.40796315634,143.092825003435,145.993342486747,10,3,3,4,1
"FT6567",660.533951798305,660.532879522546,660.534897419838,158.102658903828,157.365154765554,158.183544647363,10,3,3,4,1
"FT6568",660.673630092664,660.673003354674,660.674130664937,81.1336939387387,76.6967785281255,81.2952047964568,4,0,1,3,1
"FT6569",661.008631184371,661.00541238779,661.009586377113,168.219095942301,167.873182404292,168.409075941333,8,3,2,3,1
"FT6570",661.060907081078,661.051650017137,661.062613300563,121.324823081701,121.038458500271,122.241490093361,5,1,1,3,1
"FT6571",661.061575995214,661.05686651578,661.06467156904,168.237026778309,167.987915344251,168.499926683566,6,0,2,4,1
"FT6572",661.153175135844,661.151596117028,661.153848125878,30.1180508660677,30.0695865216156,30.1894324007722,10,3,3,4,1
"FT6573",661.289365063558,661.288315640109,661.290006164365,168.779381111295,168.498863648612,168.963490507647,9,2,3,4,1
"FT6574",661.317525209527,661.316121815855,661.322012233652,25.6486059441845,25.6369904106906,25.6612572779358,3,0,0,3,1
"FT6575",661.356972019663,661.347135623973,661.358037754718,29.5579123880312,29.301330961039,34.7482953647121,11,3,3,4,1
"FT6576",661.449928006993,661.441831305876,661.452188801197,27.0500048889699,26.7529712807816,30.6606860647485,8,2,3,3,1
"FT6577",661.492365664352,661.49092888467,661.494430034423,29.2738243795654,28.9907641980757,29.563448945205,9,2,3,4,1
"FT6578",661.686000875406,661.684615206667,661.687814967538,160.254685085074,160.07974128092,160.66822121533,8,2,2,4,1
"FT6579",662.059088147187,662.056812643611,662.059824126297,197.848712448325,197.585608193541,198.162839152179,3,0,0,3,1
"FT6580",662.156386388062,662.154384293536,662.156787189311,30.1323294695935,30.1037607796176,30.1894324007722,8,3,2,3,1
"FT6581",662.428102913923,662.425931747891,662.429640822282,147.599137084499,147.1504550183,147.821799862662,6,2,0,4,1
"FT6582",662.495811830724,662.494795995011,662.500158755348,29.4250127386339,25.3440178499892,29.563448945205,6,0,1,4,1
"FT6583",662.507816089251,662.50713423203,662.508835099724,145.102927653396,143.092825003435,145.884386050733,10,3,3,4,1
"FT6584",662.531006612631,662.530260724318,662.531652641988,157.973645324167,157.464190221406,158.165301272895,10,3,3,4,1
"FT6585",662.747403805743,662.74712289379,662.749667720673,154.513375758179,154.256638521179,154.536475143616,5,1,0,4,1
"FT6586",662.748411165212,662.747337189715,662.749934444026,161.783354618868,161.234569712767,161.92915944867,10,3,3,4,1
"FT6587",662.835776587845,662.833855902992,662.836435273845,25.3440178499892,25.0917736216837,25.3600024705611,5,0,1,4,1
"FT6588",663.169546621599,663.16706653711,663.170834799313,25.3546742637038,25.0590386534865,25.3825315598318,5,0,1,4,1
"FT6589",663.38448102087,663.38314692235,663.386022973363,131.395338799441,130.253390597749,131.95090496487,10,3,3,4,1
"FT6590",663.45412982994,663.452543246179,663.455605217032,25.632992266213,25.3440178499892,25.6570401666853,10,3,3,4,1
"FT6591",663.464698883879,663.46345406272,663.465897394634,28.448533456473,28.4072794781574,28.7219970382702,9,3,2,4,1
"FT6592",663.636385231142,663.634577242116,663.639870158647,144.715914364755,143.651051779426,145.325552618184,9,3,3,3,1
"FT6593",663.694194070164,663.688615844178,663.696070115645,160.119426914737,159.998411336181,160.66822121533,5,2,0,3,1
"FT6594",663.857307452719,663.85598213298,663.858230855001,162.885247192617,162.451895901985,163.191405836463,8,1,3,4,1
"FT6595",663.902407593598,663.899796790605,663.903596884825,167.380518875776,167.101694229786,167.577210257533,7,1,3,3,1
"FT6596",663.966964776701,663.961109967125,663.970358188328,167.292714231573,166.822337134668,167.489232064892,7,2,2,3,1
"FT6597",664.108689638753,664.10813757397,664.109756466365,193.994177831584,193.692753094738,194.231547085119,5,2,3,0,1
"FT6598",664.152115793912,664.150933267214,664.154421806325,25.1038061699498,25.0590386534865,25.3600024705611,5,0,1,4,1
"FT6599",664.209647617847,664.209222026153,664.212370789395,191.488147699348,191.4381786702,191.724196411461,4,1,3,0,1
"FT6600",664.373705604184,664.366863897808,664.376684464389,34.2948871611565,33.843863253912,34.6665728305947,5,3,0,2,1
"FT6601",664.387210595643,664.380671168732,664.394419325777,131.637720280528,130.532522095504,131.95090496487,7,2,3,2,1
"FT6602",664.42678731827,664.425876107055,664.428590556104,147.599137084499,147.1504550183,147.821799862662,8,3,1,4,1
"FT6603",664.457701355407,664.457229690838,664.459046094563,25.632992266213,25.3440178499892,25.6570401666853,10,3,3,4,1
"FT6604",664.467178478845,664.464911322156,664.468668085739,28.7193646972728,28.4072794781574,28.7521712319942,10,3,3,4,1
"FT6605",664.505089236326,664.504683502029,664.50633915747,144.575280463687,143.010311817757,145.993342486747,10,3,3,4,1
"FT6606",664.52829417643,664.527089360228,664.528880302012,157.973645324167,157.464190221406,158.165301272895,10,3,3,4,1
"FT6607",664.527598484757,664.526268330447,664.529284387925,149.286173651353,148.867457965831,152.841195848314,11,2,1,4,1
"FT6608",664.534861977253,664.530278241879,664.538142473873,25.6486059441845,25.6369904106906,25.6612572779358,3,0,0,3,1
"FT6609",664.744744436578,664.744654717494,664.745724774304,154.506953813902,153.977528083686,154.536475143616,6,2,0,4,1
"FT6610",664.745474497788,664.744912466177,664.746717122237,161.783354618868,161.234569712767,161.92915944867,10,3,3,4,1
"FT6611",664.889312304671,664.88695611609,664.89057816569,166.466134757358,165.425637309182,167.152420629521,10,3,3,4,1
"FT6612",665.037076137048,665.03525886801,665.037774448367,199.963889663645,199.801378590424,200.360538604905,6,3,3,0,1
"FT6613",665.161154196592,665.158458913148,665.162744946636,191.611418290039,191.471348717085,191.724196411461,4,1,3,0,1
"FT6614",665.248297239748,665.245791544534,665.24868797983,34.1900301421926,34.009325521964,34.3842630977944,4,1,3,0,1
"FT6615",665.267562947099,665.26618354157,665.268708900518,159.840198235128,159.404083005575,160.118961284146,10,3,3,4,1
"FT6616",665.382121009039,665.372978644617,665.38582963412,35.3948810361341,33.7307618259447,35.6029975248017,5,0,1,4,1
"FT6617",665.445298964183,665.443718395824,665.447501061452,29.2533906823391,28.9907641980757,29.3345542519248,10,3,3,4,1
"FT6618",665.46086118315,665.458719689486,665.462346893812,25.632992266213,25.3440178499892,25.6570401666853,10,3,3,4,1
"FT6619",665.63270011931,665.631230903722,665.633566576263,144.688903151801,143.651051779426,145.444390092661,10,3,3,4,1
"FT6620",665.700798489806,665.699314290703,665.702805108486,160.254685085074,160.07974128092,160.817777879975,10,3,3,4,1
"FT6621",665.918926518194,665.917827872889,665.921501674442,161.78748113287,161.515883789933,161.92915944867,5,3,2,0,1
"FT6622",665.978472970732,665.976943816064,665.981229047046,165.704961704372,165.425637309182,165.912547765538,10,3,3,4,1
"FT6623",666.0081434665,666.002413625977,666.008883717931,167.382168204948,166.880850868747,167.659911479739,5,1,1,3,1
"FT6624",666.388397328155,666.383208599936,666.393860952315,35.0574167729311,33.7307618259447,35.3948810361341,7,1,2,4,1
"FT6625",666.42752659902,666.424942525307,666.429852467065,147.733045957566,147.1504550183,147.837940564828,6,2,1,3,1
"FT6626",666.447439438855,666.445926651794,666.449419564377,29.2711006455577,28.9907641980757,29.3345542519248,10,3,3,4,1
"FT6627",666.464594472538,666.46286129525,666.470096019335,25.6343249810388,25.3440178499892,25.6612572779358,10,3,3,4,1
"FT6628",666.50258847093,666.502441036811,666.504061233185,145.268411209008,143.286944533298,145.884386050733,10,3,3,4,1
"FT6629",666.525182637209,666.524075528807,666.526108507926,157.973645324167,157.464190221406,158.165301272895,10,3,3,4,1
"FT6630",666.52436176596,666.522580886473,666.526922927943,149.233278213663,148.116784427021,152.861710009075,11,1,3,4,1
"FT6631",666.742689488643,666.741819523082,666.743984020844,161.783354618868,161.344037269875,161.92915944867,10,3,3,4,1
"FT6632",666.740785420516,666.739645784815,666.742729830326,154.506953813902,154.256638521179,154.536475143616,6,2,0,4,1
"FT6633",667.010763898546,667.007920633694,667.012376093973,197.585608193541,195.914137861651,198.419388601364,7,3,1,3,1
"FT6634",667.30997406258,667.304626875399,667.310533981327,27.1892748163818,27.0432363347672,32.0674399069334,4,1,3,0,1
"FT6635",667.33292257929,667.328679033238,667.342399386721,36.5088468295205,32.3471501473469,36.7424387555553,5,1,1,3,1
"FT6636",667.349132168291,667.341723207234,667.352356019882,140.502993709654,139.141471320611,140.581681944828,5,1,0,4,1
"FT6637",667.361038502284,667.360375820438,667.36203611746,27.8881401034899,27.8716932628226,27.9028172623651,6,3,3,0,1
"FT6638",667.402392155255,667.399196033915,667.403939006743,29.6788250273168,29.0205266995622,29.9044668929472,4,0,1,3,1
"FT6639",667.450230601116,667.445117718139,667.45165755025,29.26837691155,28.7219970382702,29.3345542519248,7,1,2,4,1
"FT6640",667.461495798346,667.459830707827,667.465961175707,25.3701877211073,25.3546742637038,25.6289941217353,5,0,1,4,1
"FT6641",667.511854141441,667.505060365236,667.515142401181,35.413238752937,34.2878925565046,36.2303498171661,8,2,2,4,1
"FT6642",667.699948815877,667.698510741886,667.701735307708,160.273405330326,160.07974128092,160.66822121533,9,3,2,4,1
"FT6643",667.911717165282,667.909067239027,667.916781541535,166.821843022609,166.376898800654,167.102744435212,5,0,1,4,1
"FT6644",668.365432293474,668.364481364471,668.374819668627,27.8881401034899,27.8716932628226,28.448533456473,6,2,3,1,1
"FT6645",668.45317209093,668.451369169133,668.454728836059,29.2765481135731,29.2384044531283,29.3345542519248,4,0,0,4,1
"FT6646",668.462975645689,668.460549189136,668.46511004585,147.768710853697,146.72128149848,147.973323742685,9,3,3,3,1
"FT6647",668.502079452025,668.500728259593,668.503705007892,145.40796315634,143.092825003435,146.163470672657,10,3,3,4,1
"FT6648",668.51469850674,668.512892132561,668.515670095875,36.2128828452199,36.1659743565306,36.5088468295205,4,0,0,4,1
"FT6649",668.522335605089,668.521106977286,668.523112358963,157.973645324167,157.464190221406,158.165301272895,10,3,3,4,1
"FT6650",668.74270546436,668.740889282371,668.743293817081,161.794550529132,161.344037269875,161.92915944867,8,2,2,4,1
"FT6651",668.871052427543,668.870088646912,668.872087588262,165.484542997964,165.105957503411,165.775712660345,10,3,3,4,1
"FT6652",668.935510545615,668.934356807742,668.936095819903,169.057925219363,168.541503558352,169.226741120776,8,3,1,4,1
"FT6653",669.004015892177,669.002624414048,669.004513985747,196.901046047856,196.207075721854,199.391837807518,11,3,3,4,1
"FT6654",669.37556180029,669.37333972478,669.37723196194,165.531256811961,165.080761301791,165.985094618602,10,3,3,4,1
"FT6655",669.417888683767,669.415172973478,669.42251650282,29.0006330124552,28.7397164761296,29.6195045013778,10,3,3,4,1
"FT6656",669.475813134647,669.473076714785,669.478017877257,25.7714901515289,25.3825315598318,25.9270284260332,4,0,0,4,1
"FT6657",669.697938010587,669.695745259854,669.704172391522,160.335929187949,160.07974128092,160.67753438774,10,3,3,4,1
"FT6658",670.006877748392,670.004939217471,670.00825922624,197.30091007228,196.191807336208,199.391837807518,11,3,3,4,1
"FT6659",670.274734362821,670.272461526478,670.275677247285,171.015389558063,170.090377009803,171.456934208486,6,2,1,3,1
"FT6660",670.413831790497,670.413080932379,670.415318651476,164.028701015491,163.692641632595,164.532509810589,10,3,3,4,1
"FT6661",670.42247302615,670.420526842135,670.425497536719,29.0178480892408,28.9952757918124,29.3025043189926,4,3,1,0,1
"FT6662",670.461318506097,670.460155040911,670.462312261141,147.829870213745,146.72128149848,148.046260395345,6,1,3,2,1
"FT6663",670.51932202268,670.518272654406,670.520454616161,157.896567483356,157.464190221406,158.165301272895,10,3,3,4,1
"FT6664",670.539301577586,670.537997946688,670.54026002984,144.297723165506,142.813720182077,145.326201746872,10,3,3,4,1
"FT6665",670.560779586343,670.559862429779,670.561733286981,156.786155725574,155.931790545568,157.327820145144,10,3,3,4,1
"FT6666",670.588700414909,670.585189311038,670.591085966655,27.7327718145235,27.5976603179367,27.9086876967903,4,0,0,4,1
"FT6667",670.933438539892,670.931476439351,670.934092341837,169.058612088979,168.963490507647,169.226741120776,6,3,0,3,1
"FT6668",671.344133693998,671.341630111899,671.346419345733,34.5700029070424,34.0162376952616,34.7802711701192,6,2,0,4,1
"FT6669",671.485775865692,671.482987900243,671.487766643274,25.7812866593393,25.6369904106906,25.9399833372181,4,0,0,4,1
"FT6670",671.598050193045,671.596762081826,671.598791552631,27.047295977274,26.7761636916975,27.8531960458388,4,0,0,4,1
"FT6671",671.93115543076,671.930760203374,671.932999203296,153.966661191802,153.951305141468,153.97787403646,4,0,1,3,1
"FT6672",671.957603687437,671.95673651967,671.958513691914,164.014015140566,163.83655367717,164.256491830209,4,3,1,0,1
"FT6673",672.342568860539,672.339302823689,672.34934917163,34.5806152468161,34.5593905672688,35.0331935195468,3,0,0,3,1
"FT6674",672.412850251476,672.405663817779,672.419321449585,28.711081267161,28.4381910827415,34.3018817658085,7,3,3,1,1
"FT6675",672.459942489541,672.458054293693,672.460667366886,147.837556728745,146.72128149848,148.046260395345,9,2,3,4,1
"FT6676",672.489799897118,672.488489570564,672.491815642194,25.9269847592703,25.6343249810388,26.198937514035,4,0,1,3,1
"FT6677",672.515689637261,672.509749123841,672.516956291063,158.164804149779,157.327559787964,160.357793936004,9,3,3,3,1
"FT6678",672.536892136118,672.535554840562,672.537761461757,144.297723165506,142.813720182077,145.326201746872,10,3,3,4,1
"FT6679",672.559227484111,672.556971590302,672.559718778311,158.519142343682,156.259815314967,161.098472310395,20,3,3,4,1
"FT6680",672.604587276904,672.601223733619,672.605217246697,27.333619204774,26.7623227753889,27.3387850554074,3,0,0,3,1
"FT6681",672.776999453684,672.776641111925,672.777804208158,162.060988172052,161.621018696621,162.207016394094,10,3,3,4,1
"FT6682",672.887346349029,672.885152711926,672.890768026986,166.190331927292,165.659244795393,166.464576025245,9,3,2,4,1
"FT6683",673.301251345731,673.295090020436,673.306780028656,34.2604403133079,33.4659960928028,34.8378876498386,6,1,1,4,1
"FT6684",673.342716907779,673.34012254978,673.344336246169,34.0502720940405,33.5133467042192,34.5031277623601,8,1,3,4,1
"FT6685",673.371287040178,673.367031025837,673.374531812036,28.8563806181729,28.7167323562754,29.0205266995622,4,1,3,0,1
"FT6686",673.502591852912,673.501411599176,673.517371334528,25.9205073036778,25.6612572779358,27.0432363347672,4,1,0,3,1
"FT6687",673.53828111048,673.536182099616,673.540781969211,144.575280463687,142.734334251426,145.326201746872,8,3,2,3,1
"FT6688",673.664533951832,673.662713917047,673.666263331842,144.55012640555,143.371935999677,145.047109219405,10,3,3,4,1
"FT6689",673.780423867544,673.778544310914,673.781969823047,161.977335242244,161.621018696621,162.198733471582,10,3,3,4,1
"FT6690",673.945808376629,673.944725995903,673.947958210514,155.08222757009,154.256993072785,160.398453045571,6,0,1,4,1
"FT6691",674.404776838532,674.403586787885,674.406560909623,147.558450160406,146.647918625322,147.768710853697,7,2,2,3,1
"FT6692",674.45785615031,674.456308453752,674.459106533216,147.821799862662,146.72128149848,148.046260395345,9,2,3,4,1
"FT6693",674.462317891278,674.459194506572,674.463202625019,139.185330237639,138.89498170036,139.997282734016,7,2,3,2,1
"FT6694",674.48857544548,674.485628209079,674.492118669337,159.2877150931,158.746918970772,160.119426914737,9,3,2,4,1
"FT6695",674.506216886806,674.503030258505,674.50805118741,28.1822369944129,25.3546742637038,29.0495996324908,14,3,3,4,1
"FT6696",674.534251013303,674.5333767003,674.535363938598,144.297723165506,142.813720182077,145.326201746872,10,3,3,4,1
"FT6697",674.556752966738,674.555798794792,674.557645133976,157.206511534143,156.259815314967,160.956908549009,19,3,3,4,1
"FT6698",674.774547347961,674.773957537463,674.775785764277,162.060988172052,161.621018696621,162.207016394094,10,3,3,4,1
