"","MS_QC_POOL_1_POS.mzML","MS_A_POS.mzML","MS_B_POS.mzML","MS_QC_POOL_2_POS.mzML","MS_C_POS.mzML","MS_D_POS.mzML","MS_QC_POOL_3_POS.mzML","MS_E_POS.mzML","MS_F_POS.mzML","MS_QC_POOL_4_POS.mzML"
"FT2137",336.996826550732,851.329991794611,534.337678321677,285.296685314685,168.572580419581,259.247255244755,521.347248626873,428.668867132867,894.839298231001,477.389828867493
"FT2138",2739.72667132867,3230.09128321679,2585.18961188811,2736.10097202798,3335.74058391609,4260.82296503496,2477.85362937064,6530.29416083917,3249.86711538462,2836.59462587413
"FT2139",2437.83324002306,5640.66363986014,5847.32167132867,3691.453550795,5318.80982517482,5730.33482517483,2957.14051048951,5729.81161888112,5845.16248123799,3201.41081196898
"FT2140",4734.78023076924,8282.33546853147,7047.25904895105,1870.49206321096,8497.38593706294,7890.64678321678,5341.90991958042,6708.39176223776,8064.60758355511,2314.24321678322
"FT2141",3446880.49438112,65103.8162517482,54595.7521048951,3571876.35492886,28310.1719475524,53713.7518111888,3669232.52948601,41184.8685524475,39722.8685869916,3641789.16533916
"FT2142",58502.9870669259,4134.28313286714,4218.86533216784,77324.5144195805,215.660518126966,3096.63335664336,101730.69041958,821.747329728272,972.268825174826,69920.7584055944
"FT2143",1632.61434965035,420.575677342571,1099.09416083916,849.506223776223,266.752837095193,318.929311155845,926.457284648664,964.423657342651,331.803839160841,1459.63792657343
"FT2144",1318.22102097902,317.583618881118,1032.8016646366,608.489244755248,370.398188811191,194.839552447552,793.602501002515,553.691758741256,168.558272727273,757.656160498402
"FT2145",1597.66293356643,1089.21242307692,1853.14141258742,1246.66077272727,1890.59309790209,923.063658741754,1469.60095804197,1548.65713636364,920.715283216783,1521.34277622378
"FT2146",592.970926573429,111.183384248178,127.706559440558,195.058395104895,17.9656174319882,243.509444055945,267.087545454545,45.6988505728221,NA,283.675688811187
"FT2147",2876.26950435151,3320.44598181827,3188.77008840115,3102.98174475524,3238.32438461538,1106.11078321678,2939.79898731524,3324.51673848925,3155.31538111888,3152.13774130221
"FT2148",210.16926923077,204.704055944056,178.097926573427,198.461674825175,53.4474398789532,143.789779801828,196.323447117144,245.816884615385,177.156772985506,205.584984020875
"FT2149",209.327391608392,369.415185314688,100.977289457613,365.92801048951,272.112165979457,246.027597902097,171.054965034966,189.071601398601,271.491713286713,273.574132867134
"FT2150",2099.18787062937,1135.04321328671,693.653181818184,2137.95521328672,1198.54758041957,1293.0281013986,2461.15947902098,2289.11825874126,1082.40944055944,2335.89043006993
"FT2151",239.79237062937,396.936356643354,306.649615384614,343.172276223775,256.065094405595,504.314611888112,308.528475524474,531.846188811189,538.49503846154,281.792276223775
"FT2152",8620.61093706294,5767.07145104895,5549.84231118881,6707.4324965035,5213.65023776224,8533.22117832167,7779.50723076924,6481.79401048952,8335.93761188811,6589.64897202798
"FT2153",4807.13032867133,3052.09968881119,2763.50770952436,4561.68804545454,777.955843935928,5107.5113453949,4682.40009440559,2850.10822275157,3148.68474125874,4952.87758741259
"FT2154",161.685952398737,792.389265734265,1082.04426923077,442.647482517482,860.595986013987,1353.62932375941,202.664523974701,1539.91773776224,1574.31878537716,85.0441080791358
"FT2155",1527.19061716479,1930.42733916084,897.829479020976,1442.81315521056,1778.46092268512,2131.25596153846,811.381426573426,1994.10827622378,1770.47644405594,1250.70982229329
"FT2156",1604.77483216783,3684.58911188811,2949.97073076923,2438.0827972028,1563.61745454545,4248.3408041958,5089.25493356643,1956.93591608392,3166.9794020979,1364.61111188811
"FT2157",1114.61963286713,2649.95240559441,3466.9856958042,1429.60082373075,3609.97904895105,3123.81016783217,1237.24294704776,2602.06065734266,3840.86175737443,1162.58316869059
"FT2158",5546.08816783217,9333.40781118881,9763.35201398602,4563.51735355716,8413.22483916084,8962.0471048951,3751.88176573427,10122.0582167832,11011.7837667767,6017.63718881119
"FT2159",828100.743178321,16600.7354265734,14256.1556748252,885783.863421774,7255.70651748252,13561.2219545455,890732.390832167,9878.6151083916,10303.617079661,912244.404881119
"FT2160",14433.8048601399,504.180015999421,NA,17099.8332587413,47.5947420758018,65.0629741136559,13493.6821678322,49.9263943778508,NA,4482.28172227616
"FT2161",1106.28247552447,NA,NA,103.790249457237,2.54822777672348,NA,362.20801048951,NA,NA,395.788489510489
"FT2162",452.282650745874,1241.03817482518,1463.78715734266,478.123080419574,1903.82966433566,1043.05678321679,405.123108610411,1236.9013006993,1439.42343356644,426.93958741259
"FT2163",1374.36960839161,810.417933566433,1247.73515034965,1258.24382517483,996.920328671328,1446.76067832168,788.276454545456,757.168279720281,1525.43900349651,1245.87905244755
"FT2164",937.916706293706,2594.58586363637,769.946884781739,533.84146153846,2832.5592062937,1158.48190281867,1195.23144755245,899.444429387795,828.416034965037,900.869471996674
"FT2165",459.79265034965,498.362286713287,507.708461538461,479.069339160839,541.197566433563,665.023164335665,431.430576923078,387.773255244757,318.312986013988,400.207615384617
"FT2166",2031.66824475524,2403.79831468532,2298.34476923077,1967.49629370629,2191.49102097902,1647.56979020979,2068.47608391609,2291.30993706294,2818.12794755245,6255.45704895105
"FT2167",12635.6609160839,14904.2196713287,21157.1514125874,10032.5876643356,20402.2935,19548.1343496504,10424.2835034965,21192.229972028,12340.0978111888,9947.13367132865
"FT2168",12088.2443811189,36356.8246048951,20445.557034965,12215.1122678206,33245.6312202797,30953.3958356643,11651.6461258741,21353.5615594406,28631.7157043106,11429.1751678322
"FT2169",97545.698548951,1411.91364335664,1272.8497027972,102821.824696822,808.106590909092,1264.90763286713,105452.272395105,883.782902097902,970.987961538461,103952.865262238
"FT2170",9621.0890034965,17161.2157682257,5694.7567972028,11680.3060162806,16939.1393391608,11878.4025629371,10640.7770979021,16446.3609545454,23922.4243642183,10472.2038671329
"FT2171",840.810073426577,238.780751748252,723.571078780962,400.547097902097,244.585772727272,NA,490.901717518504,398.38761188811,62.9501644905725,484.01975205981
"FT2172",637.426877622374,NA,327.904017482518,511.840459696141,NA,NA,632.600307692311,NA,NA,670.787863636364
"FT2173",436.063342657345,6.95163176343967,12.7826287660967,161.356742756321,15.6998226532566,21.1998375751427,204.963545454545,52.6969904775784,23.398523892223,216.915671328672
"FT2174",569.956353146851,613.258909090907,745.189489510487,543.533622377624,616.248241258746,810.094059440557,627.130867132869,987.236297202792,NA,621.871814685313
"FT2175",1161.4357027972,8.90709523586513,NA,1335.02812218869,19004.4196048951,NA,1266.21711188811,NA,4.11445000396909,1185.76755944056
"FT2176",699.746307692316,441.431653846148,562.444164335665,122.697835948569,316.94237412587,429.873965034967,727.656313175379,723.358877622377,386.118410297356,602.049157342657
"FT2177",692.58986013986,753.316583916083,354.701349650349,579.298968089044,616.531793706292,628.956398601399,742.614066935553,907.567489510489,801.963062937063,577.371965034966
"FT2178",3004.53734265734,2604.04682517482,3487.99881818182,3286.37124125874,3626.39484965035,2615.0709020979,3771.90895804196,3981.14204895105,3213.00464685314,2506.75711888112
"FT2179",5802.67061538461,8845.68517685277,7445.90513115231,4159.64676923077,9023.12769562497,9072.69327002299,6734.12725204583,7497.46381506087,9495.86768972489,3316.63623776224
"FT2180",2188.75565034965,4319.01917832168,5298.85222027972,2531.7546083916,5090.19501398601,3567.50536363637,3133.88018181818,2290.07539499295,3208.80566433566,2372.52495104895
"FT2181",176.590543101159,8256.50813286713,5916.25526219522,214.803955639025,7813.51498951049,8800.74283216783,232.249062877979,5855.91961888112,8501.64963866374,NA
"FT2182",4710.35765034965,12783.0613636364,9416.01912587413,5060.31089978823,9754.52872027972,10946.4976888112,4894.72592307693,8405.10002097902,9311.6551767798,4850.89300699301
"FT2183",7230.86673776224,189.450197620486,448.846615384615,8357.6432281017,NA,31.932426021537,8161.18573426574,34.8112270501444,72.1354807733673,8297.38358391608
"FT2184",2958.12253846153,1000.30962587412,2258.33981118882,3863.39754545454,1944.7151958042,3227.35298601399,4167.25423426573,1918.32920979021,1633.24161188811,4202.77958391608
"FT2185",1159.92786713287,2.70619517153104,NA,203.53797902098,NA,NA,339.179129370628,14.1279200083306,NA,370.134146853147
"FT2186",630.119874125874,6.83206152683805,NA,453.350937062936,NA,NA,406.772895104894,5.92053410007751,NA,446.457555944056
"FT2187",191.635604895105,196.670286713286,252.983412587414,232.338062937063,229.842020979021,98.2097044272017,271.221818181819,185.104793706291,271.946307692307,210.33966083916
"FT2188",3251.18927622376,6277.99394055942,2167.44336713287,3276.60721678321,5800.63632167832,6124.0795909091,2891.0805944056,6316.02411188812,6836.44170629369,3748.75325874126
"FT2189",242.173364135387,652.149167832166,45.8311492456387,221.308379217512,260.226681818183,417.091667832169,325.157839664388,549.65793795342,350.740720279721,217.029021226519
"FT2190",243.168948093896,563.056118093712,902.289902097903,747.733657342657,1267.54252447553,811.439021315365,372.262672496586,567.409909090909,732.139361925722,594.90083916084
"FT2191",1163.26220979021,3144.71305594405,2747.34486713287,4314.94013392273,7587.43906360455,4429.14548601399,3570.03977622377,2521.39518881119,6735.08499668437,3565.88338981876
"FT2192",2421.69918881119,3672.78233675857,1480.09695104895,2525.43190909091,2047.87235664336,2780.99851048951,1797.62985887951,1559.99955944056,1820.13421678321,3163.78911188811
"FT2193",582.302916083916,1879.1484527089,628.775601398602,1142.29173558715,1286.17699300699,1801.8723986014,1517.99022377622,1009.78326923077,1303.71495656709,1741.22436713287
"FT2194",221.97831818182,223.835408381488,255.412143356644,235.285772727274,360.00321806921,77.1331766409544,259.364968531469,246.379111888113,282.573020979022,245.832818181819
"FT2195",436.623944055946,19.4180910702374,10.7339005124714,20.0838406542706,19.1935474528178,8.73080124837592,206.640472027972,11.0139514668414,5.0489676765716,263.119437062936
"FT2196",286.70729370629,249.542087412588,254.99526923077,345.506381118881,219.346678321679,314.86710839161,371.199469830345,290.486475524476,393.873534965035,198.327979174841
"FT2197",1421.19478321678,2050.89062937062,2101.89462587412,1515.08803846153,1282.37179720279,1546.79843706293,1419.86384265734,1543.81625874126,2705.41845104894,1326.24048251748
"FT2198",172.691483315143,337.485944055944,332.703923076922,181.13701048951,349.648458041959,408.312597902097,225.248601398603,399.405083916083,NA,200.903737762237
"FT2199",224.129674825174,299.848909090909,143.001030569792,227.540108391609,313.611933566433,169.450552447553,220.528688811189,167.557448322819,298.149545454545,229.444006993007
"FT2200",73520.4014944511,195238.327017482,55417.4874750292,77159.6540349649,130914.853906095,169187.353548223,73507.1798391608,117912.177356952,143184.225566434,70479.6216352064
"FT2201",22483.0725734265,62201.5646013987,14128.1847482518,29028.5771118882,32744.066937063,40970.4446958043,21780.6071538461,29732.1217867132,37510.1829650348,21208.1485804195
"FT2202",209.060579426846,298.377493006993,557.867003496503,NA,700.313737762238,458.877120147747,393.749449329048,719.31858041958,628.369908659474,NA
"FT2203",9290.001729461,27669.9488916084,6256.03789420437,11071.6408951049,14906.4059847345,23161.3176713287,9302.96407713268,23032.5496369019,14409.5705559441,8784.45080623208
"FT2204",476.651339160837,360.034867132869,NA,436.339741258742,NA,NA,544.148853146856,261.719234265734,NA,506.740741258743
"FT2205",736.178244755244,700.133265734265,281.441412587412,615.639839160839,1116.74204895105,922.378877622379,753.197244755246,944.614734885511,891.840734265735,486.61176923077
"FT2206",4555.2369020979,6893.15544755244,5615.97929370629,4178.56836713287,6821.48691608392,5767.93674125874,3722.17151748252,4906.57724475525,6331.49072727272,4777.74037762237
"FT2207",5366.5080944056,14658.9923286713,11307.1383566434,5035.0043916084,13653.4347062937,15293.9534055944,5364.33950349651,12288.9686223776,12595.6384787132,5480.12710489511
"FT2208",2074.73992657342,1291.63602797203,983.796597902097,1319.40238111888,499.596325174825,1158.91072027972,1271.30934965035,1046.0600979021,760.087374125873,1252.79844755245
"FT2209",86.9922395924868,4.30783588258218,NA,142.421370629372,NA,NA,216.165167832168,NA,NA,243.996881118881
"FT2210",968.417779720278,NA,506.500111888112,1263.12697552447,514.894174825175,287.777635369432,1075.35314685315,490.253402097902,NA,1132.49254195805
"FT2211",377.563622946665,16.9400836428814,54.8528154980373,363.744136363638,NA,197.411063742427,340.071083916084,125.657845009267,13.6238366952954,298.274087412586
"FT2212",483.908003966172,449.336003496502,649.398513986012,504.804975524474,166.259937062938,337.169874125877,513.036125874125,1170.61181118882,324.828781250452,475.855636363635
"FT2213",453.342807692308,1236.80374825175,728.505073951602,612.934059440559,1069.89053496503,1062.88204195804,513.614068681959,970.88813286713,990.922804195802,428.072496503497
"FT2214",352.589989510485,634.143587412585,408.8745,272.215227272724,341.476814685316,342.754751748253,462.766374125875,355.689555944058,300.010223305687,493.638495033188
"FT2215",1098.50299300699,858.61638657293,266.597732060387,428.858769230768,410.730272727272,201.008636942444,237.930094405591,844.486362401412,282.734445553935,555.424421630068
"FT2216",216.063713286713,354.726388111888,214.557178321678,239.592253322021,258.805667832168,247.52349676284,213.827811188811,162.654398601399,407.389044756273,321.325405594405
"FT2217",1538.9318076923,2003.63394755244,893.511482517484,1498.45957342657,1387.37627622377,1335.84387062937,1491.39612587413,2205.12234965035,1329.0138986014,1198.53392307692
"FT2218",9756.31382115527,25592.8530734266,6811.75963636363,10039.8611748252,16979.7796417264,21778.3503336754,9492.83907692308,13749.947744053,18565.5314685315,6319.10050535268
"FT2219",4476.05910839161,4050.80165034964,3576.44084265734,4219.32773076922,5030.3221993007,2631.67888111888,4451.43361888111,6059.89235664336,5205.77222727272,4465.58652797203
"FT2220",1330.37137079342,3323.84536363636,524.951602903739,1500.83172377623,1888.45556065809,3402.56238461539,1261.59370068338,2849.0376821658,1928.51791258741,1243.60834769621
"FT2221",3256.60506293706,2017.67499650349,7600.6031958042,3904.42274831553,2372.11783216783,4827.28791608392,2431.26518181818,8154.26276223775,5342.79662308247,2336.39477622378
"FT2222",1401.29213286713,479.275647780183,1577.51107243063,980.086678321678,122.327752556763,869.444643356643,1467.61381468531,975.788158560755,NA,1413.05273076923
"FT2223",1718.17077272727,4169.54639160839,3538.97647552447,1672.03783536393,2168.6787062937,3946.75318531469,1233.96145228592,3319.27503146853,2943.07892263181,1964.98692546372
"FT2224",2831.76675524475,1554.13893356643,3341.83175874126,2954.44285070989,384.199583916084,1125.25935314685,2828.63206993007,1361.83281818182,361.274386951562,2811.4816993007
"FT2225",890.244451048946,10.9580225428079,56.5630321866367,553.16855244755,8.51670104593109,23.8376564401443,569.115776223774,15.1676391236094,NA,686.276590909092
"FT2226",NA,390.329454545454,237.464769230769,4.00513020246706,NA,371.929437062937,NA,167.562184554195,213.323790209791,18.450981177448
"FT2227",377.163776223778,487.21418902054,195.869792869782,208.611031468531,497.968174825175,461.522255244755,416.45821636835,501.053433566433,433.825814685315,423.216807078925
"FT2228",264.876681818182,416.550902097901,161.888611888112,239.474999999999,290.499157342657,201.308255244756,213.058122377622,415.43457692308,12.9049057938546,206.384559440559
"FT2229",1231.48477172306,4847.85619930069,1208.76262237762,1642.20928321678,3022.94658688299,3535.75806750013,1402.82858391608,2361.38183082802,273.386832167833,1582.3793916084
"FT2230",326250.004678322,421517.301104895,243363.853531469,346147.826506993,435090.619888112,159624.247237762,347453.677877623,391488.554517482,438146.370314685,352618.964538461
"FT2231",135959.714926984,221814.927587413,105175.36992376,133366.140776224,169223.49744169,42915.0733806133,127848.089181818,136732.46593582,185532.473716783,134792.606310534
"FT2232",130.358571481576,686.150748251748,5.41618901636326,39.3108681750589,NA,180.002475524475,21.3540793257463,17.9366351889715,422.630045454544,81.3882805571105
"FT2233",253.634412587412,181.791587412589,250.977734265733,254.214849650349,271.056954545453,204.203287293109,261.174891608393,290.286167832167,NA,256.652034965037
"FT2234",1168.97032867133,862.533377622377,1519.2388951049,774.348566433569,2514.22378321678,3742.28597627364,1069.75038461539,2923.70863636364,2647.39458041958,1762.6250979021
"FT2235",468.899171328669,NA,21.897519414884,305.131048951045,80.1106051133704,42.8323997946809,439.742695804198,42.8501170775353,46.030543048745,475.853034965032
"FT2236",1987.08166013019,1683.92953846154,1822.96713986014,785.093643356643,2309.73824475524,2983.20815034965,970.04788111888,1295.51601398602,3066.51143706293,1324.95386323614
"FT2237",1280.78429370629,5502.13493706294,6790.65286363637,1433.23623332148,3570.05863636364,7680.00470979021,1027.97094755245,10477.9474300699,4754.71778198784,1709.86483216783
"FT2238",567.051566433566,781.142444055944,1045.26309440559,2064.27434748461,179.552433566434,624.683601398602,414.533337879479,695.014688811188,393.751496507526,541.908073426573
"FT2239",587.394828671328,NA,13.6520465502695,310.163129370629,NA,31.2911249775827,163.866867930269,29.354851069755,NA,415.663174825175
"FT2240",354.944428907256,256.262150349651,488.068552447551,371.157797202796,189.169479020979,319.93560839161,353.576569930069,968.53256643357,146.724156752296,392.690667516862
"FT2241",194.669338139734,190.906562937062,266.430692307693,10.3586659966379,166.194287730552,233.275216783216,237.335266352129,209.315360139859,248.544125874125,157.247021857274
"FT2242",958.594898601402,3.73889344075643,NA,847.676790209787,NA,NA,1280.36514335665,3.62362562336265,13.0140464669467,973.263209790215
"FT2243",1088.00385008898,665.642947552448,592.946849581432,951.837765734265,532.515398601399,492.724547616259,1197.35442555249,570.731841891678,509.509604895104,942.842533727277
"FT2244",2070.43201048951,895.439444055942,1122.3318041958,2063.35815734265,3075.28888111887,1305.73755944056,1961.93612937062,967.793444055943,193.467262082249,1844.10675524475
"FT2245",368.159034965034,109.001892425963,162.276631611558,207.964524412727,246.880833160866,75.1217815488743,341.427062937062,167.018494276832,NA,313.030492769407
"FT2246",202.5592027972,433.970517482516,93.7763575908025,201.698465034966,7.78383341400648,255.272318181819,NA,677.410699300698,192.298961538463,137.899814685313
"FT2247",22.7942858378987,1071.40357342657,1151.06067482517,24.2812479002354,965.428447552448,941.199020979018,77.1432779594104,1571.29743356643,NA,7.42389432499049
"FT2248",164.680435121747,75.5315216169526,114.115347769294,214.502874125875,105.849775297804,38.5701527487495,211.319412587413,381.154976519573,77.2853155408586,149.115662701246
"FT2249",4912.48762237761,6351.8601310018,3494.39403146854,4991.35812587412,4620.04261888111,5171.55277972028,2006.12998951048,18444.8122657343,6637.16579370628,5246.39111538463
"FT2250",56655.8367272727,76503.5149720279,44097.975513986,60574.6121958042,76586.1988006993,29574.890979021,66166.1503741258,69323.0103356643,75510.9454825174,64765.2380454546
"FT2251",23517.1260956469,36461.0896363636,16503.1218461538,23061.6015104895,27314.8848589146,7302.36791707467,24032.3293321678,19652.0047026874,29686.9868706294,22340.6176314264
"FT2252",647.926447552448,1010.53744771137,455.631713286713,275.04528278385,1018.61825051729,409.354132867133,463.853433566433,579.37313403945,692.080235507189,429.13906993007
"FT2253",1277.04868531468,1254.10180837315,1757.34230769231,1613.07459440559,2181.33320979021,1109.92833566433,2075.68455944056,1655.54739510273,701.866817563811,2377.97097902098
"FT2254",1232.32609090909,3568.1283986014,3594.06694405594,1187.55927272727,3962.62171678322,3690.75997912266,1471.15924264452,3162.70823076923,3503.97816225032,1048.58345454545
"FT2255",318.174136363636,1053.29198601399,1537.27504195804,423.79417132867,1344.11534265734,1403.9175944056,76.0814711131355,1529.63798601399,787.085626118502,67.7646816931059
"FT2256",1012.19639160839,249.624031468531,796.574265734265,969.117881118881,18.7993890727596,170.547537027621,1073.02684615385,277.292181818182,183.78374611719,788.452374125874
"FT2257",302.312758741261,339.917926573428,300.692412587415,339.024671328674,319.90861888112,292.67847902098,727.388444055944,305.200058802805,319.771720279723,345.615314685317
"FT2258",16526.1070647331,20050.3606888111,17556.9432167832,17458.2168881118,20475.9909741641,20797.8627641549,17351.6210034965,18363.968328358,18163.9184475524,17099.9960549641
"FT2259",1189.39813636363,38.4285125990591,163.637018381137,1211.02031118881,82.9039587505606,121.047236684017,947.201390863829,172.118234731009,91.2953700665588,437.176416083915
"FT2260",1171.35678671329,285.316825017302,141.599681791786,1767.34631118881,339.411792420996,390.217286789873,3276.49893356644,265.329054987963,450.195942039135,1779.61515734266
"FT2261",589.877096985934,661.814510033082,978.264723776225,913.00406072688,869.991587412588,991.575755244752,1196.15672238583,970.105111888109,893.909821678322,854.746150379763
"FT2262",1663.09883916084,279.208111888113,840.531431895694,1284.77223776224,313.334234265736,229.999405594405,1721.84645342831,514.809304195802,94.5296116048942,1663.13683028713
"FT2263",413.830489510488,259.604562550627,305.065038461541,288.984167832167,427.168510489509,428.182730769235,413.702695804194,460.361381118881,312.24684965035,424.320629370631
"FT2264",1908.23097585628,2781.73222509544,2916.71661782171,1069.39399300699,2605.7070000762,3149.25577779145,1636.88617132867,2338.71614572262,2706.19397934452,1526.6083774416
"FT2265",3709.72349999999,3487.96662587411,4525.0636048951,3729.48599999999,6278.00499650348,5455.51852447551,3338.6161048951,4670.88976938061,4503.38062237761,3074.23791608391
"FT2266",559.437923076923,10.642766666302,26.0954670463671,492.334147524186,NA,NA,222.643742905262,NA,19.9709265235864,481.959818181818
"FT2267",816.964027972025,1185.32532167832,935.475293706297,889.491671328676,925.511286713283,870.660472027969,994.766045454546,888.16398251748,1030.52974825175,814.393195804192
"FT2268",8005.04816433567,11898.3897587413,6214.95847552447,7882.33759090908,11563.3107587413,3784.05293706293,8434.88733566433,10318.7431363636,11229.590013986,9234.53125174825
"FT2269",49.1881818452632,1800.99832867133,3385.40486013986,153.955433978851,3747.3354965035,2200.73053846154,89.3117874328838,2598.13644755245,4956.79061648779,419.96036013986
"FT2270",5368.25688461539,5393.11032167832,6310.03113986014,6189.39606964531,6289.62446853147,7517.57695804195,6710.10185664336,9569.20768531468,6172.85986441826,5480.03963286713
"FT2271",1092.02095804196,1467.53642307692,1488.31151748252,914.704865233622,1177.87556643356,1662.30866433566,1207.10162937063,1442.99157692307,1012.13590909091,1587.52625874126
"FT2272",8026.61831118881,559.307853146854,NA,9691.43663236954,NA,NA,9379.00024825175,50.997419066121,NA,8641.96386713287
"FT2273",348.675209790211,43.8055215117632,57.7104647038709,280.524094405594,39.6708570137418,NA,386.11797182911,72.4858257503209,9.42293812586907,322.98653198139
"FT2274",2265.60226573426,413.913083916082,1070.64184718132,1546.03004895105,509.142482517484,261.627860139859,2162.09320777007,837.091048951044,254.595629370629,2215.89243836266
"FT2275",1040.70186713287,824.07495104894,826.786583916082,1259.70678671329,1009.6531993007,1397.42417832167,1224.6731013986,1069.0893041958,457.427328671329,1100.17926923077
"FT2276",188.45573952559,355.025457655671,358.866188811187,344.217062937063,179.498275161321,324.940442363822,219.908580419579,468.353527972026,294.439346244217,186.983328671328
"FT2277",22.5419050358674,3451.10025524476,389.611143356643,34.0747192431741,2777.49605244755,3605.55276923076,6.67091347185755,392.908090909091,3151.41071942784,8.0843001139517
"FT2278",131.625891608393,952.897835664337,152.31560369963,611.053573426574,380.90187478611,1090.17224078342,560.062048353595,1175.20677136191,516.264461538459,176.454167832168
"FT2279",755.424367132867,2141.8338986014,649.061958041956,588.398643356643,1304.08632167832,333.281579065096,861.811644747486,1019.19187762238,1480.77038811189,936.578286713286
"FT2280",630.317580419581,606.209769230769,1102.87204195804,542.664104895105,1060.15967832168,728.010503496503,436.279909090909,667.048027972028,2765.73591964536,672.767129144581
"FT2281",6744.40422377621,8982.23883566433,8503.58832167833,6252.64753846153,6351.33874825175,7758.86188111889,6995.76631468532,16768.125020979,4923.40146503497,5876.40010489509
"FT2282",3239.30771328671,9209.20338461539,7171.75320629371,2495.32592307692,8152.8358951049,8755.28566783217,1863.32393706294,7487.84557342657,8076.94401316469,3712.14247552448
"FT2283",3653.75798601398,4417.21514685314,3446.74974125874,4372.28212369003,2318.89440624122,3795.69582167832,3799.7435979021,3355.19091608391,3579.02479597669,1310.82882167832
"FT2284",7025.95131818181,2944.12181118881,4460.21171328671,6504.04702447553,116.786999652117,2908.67677972028,6735.20437762238,4045.54292307692,1551.15157694611,7077.32731468532
"FT2285",467.052828671332,18.2707455110058,256.756623988562,330.873188811188,36.8690801082966,42.0951975876292,480.374980921904,185.825055944056,26.9189443099189,517.525710591389
"FT2286",26905.2906663652,33115.6578671328,29948.9613671329,28642.649548951,34205.8373982543,33739.2878047601,28621.1223251748,30856.3458613858,28671.8824405593,28561.1738842196
"FT2287",907.992128929974,1268.5756048951,348.642692307694,1472.50672027972,1347.41749300699,575.300276223774,998.250293706296,340.551041958044,390.214667832169,1110.0323916084
"FT2288",1333.29645104896,263.230972027971,612.024799706359,931.925360139865,301.085223776226,19.0716105979667,1216.17523318283,541.525993006991,97.4081925886475,1273.50343860173
"FT2289",157.38328765212,197019.208730769,37601.3613356643,2374.4510364462,189722.351339161,232796.793566434,758.001052447551,68026.832916084,236090.160993965,703.555405594405
"FT2290",543.837084619283,5404.73982461504,4202.12772833012,1384.36385664335,8977.62203241144,7405.90747164872,781.984321678322,3581.0967067756,10443.4942357338,600.311097902096
"FT2291",2667.00143036582,NA,18.203390747869,2551.87846155509,37.4720317603149,NA,2784.95556293706,NA,22.0441420626405,2625.96328321678
"FT2292",632.890688811185,76.9449113946736,35.3129752850049,425.131290209791,88.3633290527924,42.8472288640734,346.961863636365,35.7467326758349,208.98920979021,374.819265734264
"FT2293",322.686912587412,790.438162009382,316.858853047854,767.802472027972,336.204755244758,415.246951048951,368.341494125265,701.27332867133,507.122612258206,488.80995104895
"FT2294",803.757702797203,974.912171328674,898.084741258742,695.208493006993,1276.73001398601,1458.77848951049,957.634982517483,891.042755244757,2139.77911888112,650.833185314686
"FT2295",168.252899848485,1667.27538461539,3631.68024125874,172.712455123504,2396.86298601399,1839.35517605645,334.247561140481,2497.02593706294,3108.19304343348,167.305677587923
"FT2296",820.507132867132,3628.54913286713,734.379804432389,976.453715562015,1227.21499300699,3562.67944405594,859.993111888113,916.310139860142,846.33381818182,1619.8360888277
"FT2297",1510.15025874126,NA,115.36573115877,1562.27285664336,NA,NA,1584.47904545454,NA,NA,1611.1850034965
"FT2298",2338.18518881119,2914.18003846154,3152.98355244755,2555.53171678322,2272.87057342657,2686.67407342657,2233.44572727273,4701.24234965035,2147.75305594405,2338.6827062937
"FT2299",822.57299167167,3412.46005594406,3109.90569230769,956.712461538462,3314.13954545455,3155.06987412587,997.811079047758,3686.91151048951,3508.42726317113,1172.55830769231
"FT2300",373.77373789548,1598.01184615385,1173.01777972028,907.10300361783,1019.85425874126,1333.77348251748,469.271821678322,937.153846153846,1290.50087290076,876.810697873367
"FT2301",1121.06947552447,768.325678321679,765.084335664336,1234.99570548671,NA,501.434739837687,1274.92854545455,741.560863636365,179.998748070526,1190.60843706294
"FT2302",279.024713286713,NA,92.798430339694,162.886472323951,7.61093227857697,NA,291.137612012977,21.9869108537682,NA,237.492326336546
"FT2303",782.032122377622,77.2396343698095,51.6181065527195,1117.19046503497,123.17714907294,55.1802493575006,995.346807692311,47.246324679845,139.622543205948,542.216664335663
"FT2304",130.126512113451,127.713955864375,206.026216783217,95.3277490714451,203.703493006993,26.7822827894565,102.873495398925,268.062094405596,118.378630679118,70.9436599399111
"FT2305",1237.88355789395,1432.62012587413,1469.01044055943,1479.23686363637,1079.67131382361,1454.76030419581,1334.02516783216,1512.24698601399,1466.19442657342,1315.92144311093
"FT2306",454.706590909095,15.1491913564952,215.6218006993,311.203038461538,36.4085589511943,NA,362.979975524475,204.73137062937,NA,427.446955704151
"FT2307",79.4472544762525,213.591734265734,158.49020979021,196.092776223777,256.667318181819,166.526156629601,130.452986013987,144.427103739918,349.790512561263,216.429534965035
"FT2308",123.479722947426,23203.3299335664,4449.60190909089,105.49289160839,23945.8767272727,28593.1104650349,114.137020158155,8135.62926923079,28296.6117226627,114.055115676427
"FT2309",2412.05092657342,4793.00343356645,1214.02947902098,2462.37400699301,3068.53207342657,3644.21898251748,2537.62726573426,2222.72138750579,3562.03982517481,2196.07761188812
"FT2310",2285.3211923077,4881.39798251748,726.41017888283,2567.45327622377,2087.65229370628,3661.92864408346,2496.90009440559,2576.30879721379,3883.61463986015,2570.09044405593
